hie	PAVD	hier	hièr
an	PTKVZ	an	ane
.	$_	.	.
	
meleranz	NE.Nom.Sg	Meleranz	Meleranz
der	DDART.Masc.Nom.Sg.*	der	dër
junge	ADJA.Pos.Masc.Nom.Sg.wk	junge	jung
streit	VVFIN.Ind.Past.Sg.3	streit	strîten
vil	AVD	vile	vile
gar	AVD	gar	gare
ân	APPR	âne	âne
alle	DIA.Fem.Akk.Sg.st	alle	all
zageheit	NA.Fem.Akk.Sg.st	zageheit	zagehèit
.	$_	.	.
	
sîn	DPOSA	sîn	sîn
slege	NA.Masc.Nom.Pl.st	slege	slag
mit	APPR	mit	mit
kreften	NA.Fem.Dat.Pl.st	kreften	kraft
gâben	VVFIN.Ind.Past.Pl.3	gâben	gëben
schal	NA.Masc.Akk.Sg.st	schal	schall
daz	KOUS	daz	dazz
al	DIA	al	all
daz	DDART.Neut.Nom.Sg.*	daz	dër
velt	NA.Neut.Nom.Sg.st	velt	vëld
dar	PAVD	dâr	dâr
nâch	PAVAP	nâch	nâh
erhal	VVFIN.Ind.Past.Sg.3	erhal	erhëllen
.	$_	.	.
	
der	DDART.Masc.Nom.Sg.*	der	dër
truhsaeze	NA.Masc.Nom.Sg.wk	truhtsæze	truhtsæze
ellenthaft	ADJN.Masc.Nom.Sg.*	ellenthaft	èllenthaft
der	DDS.Masc.Nom.Sg.*	der	dër
het	VAFIN.*.Past.Sg.3	hæte	haben
ouch	AVD	ouch	ouch
manlîche	ADJA.Pos.Fem.Akk.Sg.st	manlîche	mannlich
kraft	NA.Fem.Akk.Sg.st	kraft	kraft
:	$_	:	:
daz	DDS.Neut.Nom.Sg.*	daz	dër
schein	VVFIN.Ind.Past.Sg.3	schein	schînen
wol	AVD	wole	wole
an	APPR	an	ane
dem	DDART.Masc.Dat.Sg.*	dem	dër
strîte	NA.Masc.Dat.Sg.st	strîte	strît
.	$_	.	.
	
ûf	APPR	ûf	ûf
des	DDART.Masc.Gen.Sg.*	des	dër
angers	NA.Masc.Gen.Sg.st	angers	anger
wîte	NA.Fem.Akk.Sg.st	wîte	wîte
si	PPER.*.Nom.Pl.3	si	ër
einander	DIA	einander	èinander
umbetriben	VVFIN.*.Past.Pl.3	umbetriben	umbetrîben
.	$_	.	.
	
der	DDART.Masc.Nom.Sg.*	der	dër
schilt	NA.Masc.Nom.Sg.st	schilt	schilt
was	VAFIN.Ind.Past.Sg.3	was	wësen
in	PPER.*.Dat.Pl.3	in	ër
niht	PTKNEG	niht	niht
ganz	ADJD.Pos	ganz	ganz
beliben	VVPP	beliben	belîben
:	$_	:	:
die	DDS.*.Nom.Pl.*	die	dër
hiuwen	VVFIN.*.Past.Pl.3	hiewen	houwen
si	PPER.Fem.Akk.Sg.3	si	ër
ze	APPR	ze	ze
stücken	NA.Neut.Dat.Pl.st	stücken	stücke
gar	AVD	gar	gare
.	$_	.	.
	
meleranz	NE.Nom.Sg	Meleranz	Meleranz
der	DDART.Masc.Nom.Sg.*	der	dër
degen	NA.Masc.Nom.Sg.st	degen	dëgen
klâr	ADJN.Masc.Nom.Sg.*	klâr	klâr
sluoc	VVFIN.Ind.Past.Sg.3	sluoc	slahen
dem	DDART.Masc.Dat.Sg.*	dem	dër
truhsaezen	NA.Masc.Dat.Sg.wk	truhtsæzen	truhtsæze
einen	DIART.Masc.Akk.Sg.st	einen	èin
slac	NA.Masc.Akk.Sg.st	slac	slag
daz	KOUS	daz	dazz
er	PPER.Masc.Nom.Sg.3	er	ër
vor	APPR	vore	vore
im	PPER.Masc.Dat.Sg.3	im	ër
dar	PAVD	dâr	dâr
nider	PAVAP	nider	nidere
lac	VVFIN.Ind.Past.Sg.3	lac	ligen
,	$_	,	,
daz	KOUS	daz	dazz
er	PPER.Masc.Nom.Sg.3	er	ër
gehôrte	VVFIN.*.Past.Sg.3	gehôrte	gehoèren
noch	KON	noch	noh
gesach	VVFIN.Ind.Past.Sg.3	gesach	gesëhen
.	$_	.	.
	
den	DDART.Masc.Akk.Sg.*	den	dër
helm	NA.Masc.Akk.Sg.*	helm	hëlme
er	PPER.Masc.Nom.Sg.3	er	ër
im	PPER.Masc.Dat.Sg.3	im	ër
abe	PTKVZ	abe	abe
brach	VVFIN.Ind.Past.Sg.3	brach	brëchen
und	KON	und	unte
nam	VVFIN.Ind.Past.Sg.3	nam	nëmen
imz	PPER.Masc.Dat.Sg.3|DDART.Neut.Akk.Sg.*	im|daz	ër|dër
swert	NA.Neut.Akk.Sg.st	swert	swërt
ûz	APPR	ûz	ûz
der	DDART.Fem.Dat.Sg.*	der	dër
hant	NA.Fem.Dat.Sg.st	hant	hant
.	$_	.	.
	
<	ITJ	âmen	âmen
dîn	DPOSA.Masc.Nom.Sg.*	dîn	dîn
lîp	NA.Masc.Nom.Sg.st	lîp	lîb
muoz	VMFIN.Ind.Pres.Sg.3	muoz	müèzen
sîn	VAINF	sîn	sîn
des	DDART.Masc.Gen.Sg.*	des	dër
tôdes	NA.Masc.Gen.Sg.st	tôdes	tôd
pfant>	NA.Neut.Nom.Sg.st	pfant	pfant
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
meleranz	NE.Nom.Sg	Meleranz	Meleranz
der	DDART.Masc.Nom.Sg.*	der	dër
junge	ADJA.Pos.Masc.Nom.Sg.wk	junge	jung
man	NA.Masc.Nom.Sg.st	man	mann
.	$_	.	.
	
dô	KOUS	dô	dô
sich	PRF.Akk.*.*	sich	sich
der	DDART.Masc.Nom.Sg.*	der	dër
truhsaeze	NA.Masc.Nom.Sg.wk	truhtsæze	truhtsæze
versan	VVFIN.Ind.Past.Sg.3	versan	versinnen
,	$_	,	,
den	DDART.Masc.Akk.Sg.*	den	dër
jungen	ADJA.Pos.Masc.Akk.Sg.*	jungen	jung
ritter	NA.Masc.Akk.Sg.st	ritter	rîtære
er	PPER.Masc.Nom.Sg.3	er	ër
an	PTKVZ	an	ane
sach	VVFIN.Ind.Past.Sg.3	sach	sëhen
.	$_	.	.
	
zuo	APPR	zuo	ze
im	PPER.Masc.Dat.Sg.3	im	ër
er	PPER.Masc.Nom.Sg.3	er	ër
mit	APPR	mit	mit
vorhten	NA.Fem.Dat.Pl.*	vorhten	vorhte
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
(	$_	(	(
er	PPER.Masc.Nom.Sg.3	er	ër
vorht	VVFIN.*.Past.Sg.3	vorhte	vürhten
er	PPER.Masc.Nom.Sg.3	er	ër
het	VAFIN.*.Past.Sg.3	hæte	haben
den	DDART.Masc.Akk.Sg.*	den	dër
lîp	NA.Masc.Akk.Sg.st	lîp	lîb
verlorn	VVPP	verloren	verlièsen
)	$_	)	)
<neinâ	ITJ	<unknown>	ânèinâ
,	$_	,	,
degen	NA.Masc.Nom.Sg.st	degen	dëgen
ûz	PTKVZ	ûz	ûz
erkorn,>	ADJN	erkoren	erkièsen
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
der	DDART.Masc.Nom.Sg.*	der	dër
sigelôse	ADJA.Pos.Masc.Nom.Sg.wk	sigelôse	sigelôs
man	NA.Masc.Nom.Sg.st	man	mann
<	KOUS	ob	êr
du	PPER.*.Nom.Sg.2	dû	dû
solt	VMFIN.Ind.Pres.Sg.2	solt	solen
genâde	NA.Fem.Akk.Sg.st	genâde	genâde
an	APPR	an	ane
mir	PPER.*.Dat.Sg.1	mir	ich
begân	VVINF	begân	begân
durch	APPR	durch	durh
dîn	PPER.*.Gen.Sg.2	dîn	dû
selbes	DDD.Masc.Gen.Sg.st	selbes	sëlb
wirdekeit	NA.Fem.Akk.Sg.st	wirdicheit	wirdighèit
.	$_	.	.
	
ich	PPER.*.Nom.Sg.1	ich	ich
bin	VAFIN.Ind.Pres.Sg.1	bin	sîn
dir	PPER.*.Dat.Sg.2	dir	dû
alles	DIA.Neut.Gen.Sg.st	alles	all
des	DDS.Neut.Gen.Sg.*	des	dër
bereit	ADJD.Pos	bereit	berèite
des	DRELS.Neut.Gen.Sg	des	dër
du	PPER.*.Nom.Sg.2	dû	dû
an	APPR	an	ane
mich	PPER.*.Akk.Sg.1	mich	ich
suochest	VVFIN.*.Pres.Sg.2	suochest	suochen
.	$_	.	.
	
ob	KOUS	ob	obe
du	PPER.*.Nom.Sg.2	dû	dû
des	DDS.Neut.Gen.Sg.*	des	dër
geruochest	VVFIN.*.Pres.Sg.2	geruochest	geruochen
,	$_	,	,
sô	AVD	sô	sô
wil	VMFIN.Ind.Pres.Sg.1	wile	wèllen
ich	PPER.*.Nom.Sg.1	ich	ich
werden	VAINF	werden	wërden
dîn	DPOSA.Masc.Nom.Sg.*	dîn	dîn
man	NA.Masc.Nom.Sg.st	man	mann
.	$_	.	.
	
ich	PPER.*.Nom.Sg.1	ich	ich
wil	VMFIN.Ind.Pres.Sg.1	wile	wèllen
dir	PPER.*.Dat.Sg.2	dir	dû
dienen	VVINF	dienen	diènen
swaz	PG.Neut.Akk.Sg.st	swaz	swër
ich	PPER.*.Nom.Sg.1	ich	ich
kan	VMFIN.Ind.Pres.Sg.1	kan	kunnen
,	$_	,	,
und	KON	und	unte
wizze	VVFIN.*.Pres.Sg.1	wizze	wizzen
,	$_	,	,
degen	NA.Masc.Nom.Sg.st	degen	dëgen
hêre	ADJN	hêre	hêre
,	$_	,	,
daz	KOUS	daz	dazz
ich	PPER.*.Nom.Sg.1	ich	ich
nie	AVD	nie	niè
mêre	AVD.Comp	mêre	mêre
mit	APPR	mit	mit
strîte	NA.Masc.Dat.Sg.st	strîte	strît
überkomen	VVPP	überkomen	überkomen
wart	VAFIN.Ind.Past.Sg.1	wart	wërden
.	$_	.	.
	
mich	PPER.*.Akk.Sg.1	mich	ich
het	VAFIN.*.Past.Sg.3	hæte	haben
got	NA.Masc.Nom.Sg.st	got	got
dâ	PAVD	dâ	dâr
vor	PAVAP	vore	vore
bewart	VVPP	bewart	bewaren
daz	KOUS	daz	dazz
ich	PPER.*.Nom.Sg.1	ich	ich
man	NA.Masc.Akk.Sg.st	man	mann
gesichert	VVPP	gesichert	sicheren
nie	AVD	nie	niè
.	$_	.	.
	
nu	AVD	nû	nû
hâstu	VAFIN.*.Pres.Sg.2|PPER.*.Nom.Sg.2	hâs|dû	haben|dû
mich	PPER.*.Akk.Sg.1	mich	ich
betwungen	VVPP	betwungen	bedwingen
hie	AVD	hier	hièr
daz	KOUS	daz	dazz
ich	PPER.*.Nom.Sg.1	ich	ich
dir	PPER.*.Dat.Sg.2	dir	dû
biute	VVFIN.Ind.Pres.Sg.1	biute	bièten
sicherheit	NA.Fem.Akk.Sg.st	sicherheit	sicherhèit
:	$_	:	:
die	DDS.Fem.Akk.Sg.*	die	dër
nim	VVIMP.Sg.2	nim	nëmen
,	$_	,	,
werder	ADJA.Pos.Masc.Nom.Sg.st	werder	wërd
helt	NA.Masc.Nom.Sg.st	helt	hèled
gemeit	ADJN.Masc.Nom.Sg.*	gemeit	gemèit
.	$_	.	.
	
an	APPR	an	ane
wirdekeit	NA.Fem.Dat.Sg.st	wirdicheit	wirdighèit
frumt	VVFIN.Ind.Pres.Sg.3	vrumet	vrumen
ez	PPER.Neut.Nom.Sg.3	ez	ër
dich	PPER.*.Akk.Sg.2	dich	dû
,	$_	,	,
ob	KOUS	ob	obe
du	PPER.*.Nom.Sg.2	dû	dû
lâst	VVFIN.Ind.Pres.Sg.2	lâst	lâzen
genesen	VVINF	genesen	genësen
mich	PPER.*.Akk.Sg.1	mich	ich
.	$_	.	.
	
dîn	DPOSA.Masc,Neut.Nom.Sg.*	dîn	dîn
lop	NA.Masc,Neut.Nom.Sg.st	lop	lob
wirt	VAFIN.Ind.Pres.Sg.3	wirdet	wërden
wirdic	ADJD.Pos	wirdic	wirdig
unde	KON	unde	unte
ganz.>	ADJD.Pos	ganz	ganz
dô	AVD	dô	dô
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
der	DDART.Masc.Nom.Sg.*	der	dër
werde	ADJA.Pos.Masc.Nom.Sg.wk	werde	wërd
meleranz	NE.Nom.Sg	Meleranz	Meleranz
<ich	PPER.*.Nom.Sg.1	ich	ich
wil	VMFIN.Ind.Pres.Sg.1	wile	wèllen
dich	PPER.*.Akk.Sg.2	dich	dû
gerne	AVD	gerne	gërne
lâzen	VVINF	lâzen	lâzen
leben	VVINF	leben	lëben
,	$_	,	,
wiltu	VMFIN.Ind.Pres.Sg.2|PPER.*.Nom.Sg.2	wilt|dû	wèllen|dû
mir	PPER.*.Dat.Sg.1	mir	ich
sicherheit	NA.Fem.Akk.Sg.st	sicherheit	sicherhèit
des	DDS.Neut.Gen.Sg.*	des	dër
geben	VVINF	geben	gëben
daz	KOUS	daz	dazz
du	PPER.*.Nom.Sg.2	dû	dû
leistest	VVFIN.*.Pres.Sg.2	leistest	lèisten
mîn	DPOSA	mîn	mîn
gebot	NA.Neut.Akk.Sg.st	gebot	gebot
mit	APPR	mit	mit
guoten	ADJA.Pos.*.Dat.Pl.*	guoten	guot
triuwen	NA.Fem.Dat.Pl.*	triuwen	triuwe
âne	APPR	âne	âne
spot.>	NA.Masc.Akk.Sg.st	spott	spott
des	DDS.Neut.Gen.Sg.*	des	dër
gap	VVFIN.Ind.Past.Sg.3	gap	gëben
er	PPER.Masc.Nom.Sg.3	er	ër
im	PPER.Masc.Dat.Sg.3	im	ër
sicherheit	NA.Fem.Akk.Sg.st	sicherheit	sicherhèit
,	$_	,	,
daz	KOUS	daz	dazz
er	PPER.Masc.Nom.Sg.3	er	ër
im	PPER.Masc.Dat.Sg.3	im	ër
waere	VAFIN.Subj.Past.Sg.3	wære	wësen
bereit	ADJD.Pos	bereit	berèite
und	KON	und	unte
daz	KOUS	daz	dazz
ers	PPER.Masc.Nom.Sg.3|PPER.Neut.Gen.Sg.3	er|es	ër|ër
niht	PTKNEG	niht	niht
enlieze	PTKNEG|VVFIN.Subj.Past.Sg.3	en|lieze	ne|lâzen
swaz	PG.Neut.Akk.Sg.st	swaz	swër
er	PPER.Masc.Nom.Sg.3	er	ër
in	PPER.*.Dat.Pl.3	in	ër
tuon	VVINF	tuon	tuon
hieze	VVFIN.Subj.Past.Sg.3	hieze	hèizen
.	$_	.	.
	
do	KOUS	dô	dô
er	PPER.Masc.Nom.Sg.3	er	ër
die	DDART.Fem.Akk.Sg.*	die	dër
sicherheit	NA.Fem.Akk.Sg.st	sicherheit	sicherhèit
empfie	VVFIN.Ind.Past.Sg.3	entvie	entvâhen
,	$_	,	,
den	DDART.Masc.Akk.Sg.*	den	dër
helt	NA.Masc.Akk.Sg.st	helt	hèled
er	PPER.Masc.Nom.Sg.3	er	ër
dô	AVD	dô	dô
ûf	PTKVZ	ûf	ûf
lie	VVFIN.Ind.Past.Sg.3	lie	lâzen
.	$_	.	.
	
si	PPER.*.Nom.Pl.3	si	ër
giengen	VVFIN.*.Past.Pl.3	giengen	gân
mit	APPR	mit	mit
einander	DIA	einander	èinander
dan	AVD	danne	danne
gên	APPR	gein	gègen
der	DDART.Fem.Dat.Sg.*	der	dër
klûs,	$_	klüsl	<unknown>
die	DDART.*.Nom.Pl.*	die	dër
zwêne	CARDA.*.Nom.Pl.st	zwêne	zwêne
man	NA.Masc.Nom.Pl.st	manne	mann
.	$_	.	.
	
ir	DPOSA.Neut.Akk.Sg.*	ire	ire
ros	NA.Neut.Akk.Sg.st	ros	ross
brâhte	VVFIN.Ind.Past.Sg.3	brâhte	bringen
man	PI.*.Nom.Sg.st	man	man
in	PPER.*.Dat.Pl.3	in	ër
dar	AVD	dar	dâr
.	$_	.	.
	
meleranz	NE.Nom.Sg	Meleranz	Meleranz
der	DDART.Masc.Nom.Sg.*	der	dër
degen	NA.Masc.Nom.Sg.st	degen	dëgen
klâr	ADJN.Masc.Nom.Sg.*	klâr	klâr
ân	APPR	âne	âne
stegereif	VVFIN.Ind.Past.Sg.3	stegereif	stëgerîfen
ûf	APPR	ûf	ûf
daz	DDART.Neut.Akk.Sg.*	daz	dër
sîn	DPOSS.Neut.Akk.Sg.wk	sîn	sîn
spranc	VVFIN.Ind.Past.Sg.3	spranc	springen
.	$_	.	.
	
des	DDS.Neut.Gen.Sg.*	des	dër
sagten	VVFIN.*.Past.Pl.3	sageten	sagen
im	PPER.Masc.Dat.Sg.3	im	ër
die	DDART.Masc.Nom.Pl.*	die	dër
liutedanc	NA.Masc.Akk.Sg.st	liutedanc	liutdank
die	DRELS.*.Nom.Pl	die	dër
sîn	DPOSA.Fem.Akk.Sg.*	sîn	sîn
snelheit	NA.Fem.Akk.Sg.st	snelheit	snëllhèit
sâhen	VVFIN.Ind.Past.Pl.3	sâhen	sëhen
.	$_	.	.
	
für	APPR	vüre	vüre
wâr	NA.Neut.Akk.Sg.st	wâr	wâr
si	PPER.Masc.Nom.Pl.3	si	ër
alle	DID.Masc.Nom.Pl.st	alle	all
jâhen	VVFIN.Ind.Past.Pl.3	jâhen	jëhen
,	$_	,	,
sîn	DPOSA	sîn	sîn
lîp	NA.Masc.Nom.Sg.st	lîp	lîb
der	DDS.Masc.Nom.Sg.*	der	dër
waere	VAFIN.Subj.Past.Sg.3	wære	wësen
ellens	NA.Neut.Gen.Sg.st	ellenes	èllent
rîch	ADJD.Pos	rîche	rîche
.	$_	.	.
	
der	DDART.Masc.Nom.Sg.*	der	dër
truhsaez	NA.Masc.Nom.Sg.st	<unknown>	<unknown>
der	DDS.Masc.Nom.Sg.*	der	dër
saz	VVFIN.Ind.Past.Sg.3	saz	sitzen
müezeclîch	AVD	müeziclîche	müèziglîche
ûf	APPR	ûf	ûf
sîn	DPOSA.Neut.Akk.Sg.*	sîn	sîn
ros	NA.Neut.Akk.Sg.st	ros	ross
,	$_	,	,
des	DDS.Neut.Gen.Sg.*	des	dër
twanc	VVFIN.Ind.Past.Sg.3	twanc	dwingen
in	PPER.Masc.Akk.Sg.3	in	ër
nôt	NA.Fem.Akk.Sg.st	nôt	nôt
,	$_	,	,
wan	KO*	wan	wante
im	PPER.Masc.Dat.Sg.3	im	ër
diu	DDART.Fem.Nom.Sg.*	diu	dër
müede	NA.Fem.Nom.Sg.*	müede	müède
daz	DDS.Neut.Akk.Sg.*	daz	dër
gebôt	VVFIN.Ind.Past.Sg.3	gebôt	gebièten
:	$_	:	:
diu	DDS.Fem.Nom.Sg.*	diu	dër
het	VAFIN.*.Past.Sg.3	hæte	haben
in	PPER.Masc.Akk.Sg.3	in	ër
betwungen	VVPP	betwungen	bedwingen
.	$_	.	.
	
im	PPER.Masc.Dat.Sg.3	im	ër
wârn	VAFIN.Ind.Past.Pl.3	wârn	wësen
diu	DDART.Neut.Nom.Pl.*	diu	dër
lit	NA.Neut.Nom.Pl.st	lit	lid
erswungen	VVPP	erswungen	erswingen
an	APPR	an	ane
der	DDART.Fem.Dat.Sg.*	der	dër
selben	DDA.Fem.Dat.Sg.wk	selben	sëlb
zîte	NA.Fem.Dat.Sg.st	zîte	zît
.	$_	.	.
	
er	PPER.Masc.Nom.Sg.3	er	ër
was	VAFIN.Ind.Past.Sg.3	was	wësen
von	APPR	von	von
dem	DDART.Masc.Dat.Sg.*	dem	dër
strîte	NA.Masc.Dat.Sg.st	strîte	strît
worden	VAPP	worden	wërden
müed	ADJD.Pos	müede	müède
und	KON	und	unte
âne	APPR	âne	âne
craft	NA.Fem.Akk.Sg.st	kraft	kraft
,	$_	,	,
wan	KO*	wan	wante
er	PPER.Masc.Nom.Sg.3	er	ër
keiner	DIA.Fem.Gen.Sg.st	keiner	kèin
ritterschaft	NA.Fem.Gen.Sg.st	ritterschaft	rîtæreschaft
sô	AVD	sô	sô
herter	ADJD.Pos	herter	hèrte
nie	AVD	nie	niè
begunde	VVFIN.*.Past.Sg.3	begunde	beginnen
unz	AVD	unz	unze
an	APPR	an	ane
die	DDART.Fem.Akk.Sg.*	die	dër
selben	DDA.Fem.Akk.Sg.wk	selben	sëlb
stunde	NA.Fem.Akk.Sg.st	stunde	stunte
.	$_	.	.
	
iedoch	AVD	iedoch	ièdoh
darumb	PAVD|PAVAP	dâr|umbe	dâr|umbe
er	PPER.Masc.Nom.Sg.3	er	ër
niht	PTKNEG	niht	niht
vergaz	VVFIN.Ind.Past.Sg.3	vergaz	vergëzzen
daz	KOUS	daz	dazz
er	PPER.Masc.Nom.Sg.3	er	ër
ûf	APPR	ûf	ûf
sîn	DPOSA	sîn	sîn
ros	NA.Neut.Akk.Sg.st	ros	ross
gesaz	VVFIN.Ind.Past.Sg.3	gesaz	gesitzen
.	$_	.	.
	
durch	APPR	durch	durh
sîn	DPOSA.Fem.Akk.Sg.*	sîn	sîn
hôhe	ADJA.Pos.Fem.Akk.Sg.st	hôhe	hôh
wirdekeit	NA.Fem.Akk.Sg.st	wirdicheit	wirdighèit
ze	APPR	ze	ze
meleranze	NE.Dat.Sg	Meleranze	Meleranze
er	PPER.Masc.Nom.Sg.3	er	ër
dô	AVD	dô	dô
reit	VVFIN.Ind.Past.Sg.3	reit	rîten
.	$_	.	.
	
er	PPER.Masc.Nom.Sg.3	er	ër
sprach<	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
vil	AVD	vile	vile
lieber	ADJA.Pos.Masc.Nom.Sg.st	lieber	lièb
herre	NA.Masc.Nom.Sg.*	hêrre	hêrre
mîn	DPOSN.Masc.Nom.Sg.*	mîn	mîn
,	$_	,	,
ir	PPER.*.Nom.Pl.2	ir	ir
sult	VMFIN.*.Pres.Pl.2	sulet	solen
hînaht	AVD	hînaht	hînaht
mit	APPR	mit	mit
mir	PPER.*.Dat.Sg.1	mir	ich
sîn	VAINF	sîn	sîn
und	KON	und	unte
sult	VMFIN.*.Pres.Pl.2	sulet	solen
ze	APPR	ze	ze
disen	DDA.*.Dat.Pl.*	disen	dise
zîten	NA.Fem,Neut.Dat.Pl.st	zîten	zît
niendert	AVD	niendert	niènder
fürbaz	AVD	vürebaz	vürebazz
rîten	VVINF	rîten	rîten
und	KON	und	unte
ruowet	VVIMP.Pl.2	ruowet	ruowen
in	APPR	in	in
dem	DDART.Neut.Dat.Sg.*	dem	dër
hûse	NA.Neut.Dat.Sg.st	hûse	hûs
mîn	DPOSN.Neut.Dat.Sg.wk	mîn	mîn
.	$_	.	.
	
ir	PPER.*.Nom.Pl.2	ir	ir
sult	VMFIN.*.Pres.Pl.2	sulet	solen
gewaltic	ADJD.Pos	gewaltic	gewaltig
sîn	VAINF	sîn	sîn
mîn	PPER.*.Gen.Sg.1	mîn	ich
und	KON	und	unte
alles	DIS.Neut.Nom.Sg.st	allez	all
des	DRELS.Neut.Gen.Sg	des	dër
ich	PPER.*.Nom.Sg.1	ich	ich
hân	VAFIN.Ind.Pres.Sg.1	hân	haben
.	$_	.	.
	
nu	AVD	nû	nû
wizzet	VVIMP.Pl.2	wizzet	wizzen
,	$_	,	,
tugenthafter	ADJA.Pos.Masc.Nom.Sg.st	tugenthafter	tugendhaft
man	NA.Masc.Nom.Sg.st	man	mann
,	$_	,	,
daz	KOUS	daz	dazz
iu	PPER.*.Dat.Pl.2	iu	ir
mîn	DPOSA.Masc,Neut.Nom.Sg.*	mîn	mîn
dienest	NA.Masc,Neut.Nom.Sg.st	dienest	diènest
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
bereit	ADJD.Pos	bereit	berèite
,	$_	,	,
und	KON	und	unte
wizzet	VVIMP.Pl.2	wizzet	wizzen
für	APPR	vüre	vüre
die	DDART.Fem.Akk.Sg.*	die	dër
wârheit	NA.Fem.Akk.Sg.st	wârheit	wârhèit
,	$_	,	,
ich	PPER.*.Nom.Sg.1	ich	ich
wart	VAFIN.Ind.Past.Sg.1	wart	wërden
in	APPR	in	in
strît	NA.Masc.Dat.Sg.st	strîte	strît
nie	AVD	nie	niè
überkomen	ADJD.Pos	überkomen	überkomen
.	$_	.	.
	
ir	PPER.*.Nom.Pl.2	ir	ir
habt	VAFIN.*.Pres.Pl.2	habet	haben
den	DDART.Masc.Akk.Sg.*	den	dër
sig	NA.Masc.Akk.Sg.*	sige	sige
an	APPR	an	ane
mir	PPER.*.Dat.Sg.1	mir	ich
genomen	VVPP	genomen	nëmen
und	KON	und	unte
habt	VAFIN.*.Pres.Pl.2	habet	haben
wirdekeit	NA.Fem.Akk.Sg.st	wirdicheit	wirdighèit
bejagt	VVPP	bejaget	bejagen
.	$_	.	.
	
küener	ADJA.Pos.Masc.Nom.Sg.st	küener	küène
helt	NA.Masc.Nom.Sg.st	helt	hèled
unverzagt	ADJN.Masc.Nom.Sg.*	unverzaget	unverzaget
,	$_	,	,
ir	PPER.*.Nom.Pl.2	ir	ir
sult	VMFIN.*.Pres.Pl.2	sulet	solen
hînaht	AVD	hînaht	hînaht
bî	APPR	bî	bî
mir	PPER.*.Dat.Sg.1	mir	ich
stân	VVINF	stân	stân
.	$_	.	.
	
behalt	VVFIN.*.Pres.Sg.1	behalte	behalten
ich	PPER.*.Nom.Sg.1	ich	ich
alsô	AVD	alsô	allsô
werden	ADJA.Pos.Masc.Akk.Sg.*	werden	wërd
man	NA.Masc.Akk.Sg.st	man	mann
als	KO*	als	allsô
ir	PPER.*.Nom.Pl.2	ir	ir
sît	VAFIN.*.Pres.Pl.2	sît	sîn
,	$_	,	,
des	DDS.Neut.Gen.Sg.*	des	dër
hân	VAFIN.Ind.Pres.Sg.1	hân	haben
ich	PPER.*.Nom.Sg.1	ich	ich
êr	AVD	êr	êr
und	KON	und	unte
gedien	VVFIN.*.Pres.Sg.1	gediene	gediènen
ez	PPER.Neut.Akk.Sg.3	ez	ër
immer	AVD	iemer	ièmer
mêr	AVD	mær	mære
daz	KOUS	daz	dazz
ir	PPER.*.Nom.Pl.2	ir	ir
geruochet	VVPP	geruochet	ruochen
hînaht	AVD	hînaht	hînaht
sîn	VAINF	sîn	sîn
bî	APPR	bî	bî
mir	PPER.*.Dat.Sg.1	mir	ich
durch	APPR	durch	durh
den	DDART.Masc.Akk.Sg.*	den	dër
willen	NA.Masc.Akk.Sg.*	willen	wille
mîn.>	DPOSN.Masc.Akk.Sg.*	mîn	mîn
der	DDART.Masc.Nom.Sg.*	der	dër
truhsaez	NA.Masc.Nom.Sg.wk	<unknown>	<unknown>
der	DDS.Masc.Nom.Sg.*	der	dër
hiez	VVFIN.Ind.Past.Sg.3	hiez	hèizen
cursûn	NE.Nom.Sg	Cursun	Kursûn
.	$_	.	.
	
meleranz	NE.Nom.Sg	Meleranz	Meleranz
der	DDART.Masc.Nom.Sg.*	der	dër
britûn	ADJA.Pos.Masc.Nom.Sg.*	<unknown>	brût
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
hinz	AVD|APPR	hin|ze	hine|ze
im<	PPER.Masc.Dat.Sg.3	im	ër
nu	AVD	nû	nû
sît	VAFIN.*.Pres.Pl.2	sît	sîn
gewert	VVPP	gewert	gewëren
swes	PG.Neut.Gen.Sg.st	swes	swër
iuwer	DPOSA.Masc.Nom.Sg.*	iuwer	iuwer
wille	NA.Masc.Nom.Sg.*	wille	wille
an	APPR	an	ane
mich	PPER.*.Akk.Sg.1	mich	ich
gert	VVFIN.Ind.Pres.Sg.3	gert	gëren
.	$_	.	.
	
ich	PPER.*.Nom.Sg.1	ich	ich
wil	VMFIN.Ind.Pres.Sg.1	wile	wèllen
gerne	AVD	gerne	gërne
bî	APPR	bî	bî
iu	PPER.*.Dat.Pl.2	iu	ir
sîn	VAINF	sîn	sîn
und	KON	und	unte
habt	VAFIN.*.Pres.Pl.2	habet	haben
ez	PPER.Neut.Akk.Sg.3	ez	ër
ûf	APPR	ûf	ûf
die	DDART.Fem.Akk.Sg.*	die	dër
triuwe	NA.Fem.Akk.Sg.st	triuwe	triuwe
mîn	DPOSN.Fem.Akk.Sg.wk	mîn	mîn
daz	KOUS	daz	dazz
ich	PPER.*.Nom.Sg.1	ich	ich
