welt	VMFIN.*.Pres.Pl.2	wellt	wèllen
vrou	NA.Fem.Nom.Sg.*	vrouwe	vrouwe
helche	NE.Nom.Sg	Helche	Helche
wincte	VVFIN.*.Past.Sg.3	winkete	winken
tougen	AVD	tougen	tougen
rüedegêre	NA.Masc.Akk.Pl.st	rüedigære	rüèdigære
mit	APPR	mit	mit
den	DDART.*.Dat.Pl.*	den	dër
ougen	NA.Neut.Dat.Pl.wk	ougen	ouge
<nû	AVD	<unknown>	nû
gâhe	VVIMP.Sg.2	gâhe	gâhen
,	$_	,	,
helt	NA.Masc.Nom.Sg.st	helt	hèled
guote	ADJN.Masc.Nom.Sg.wk	guote	guot
,	$_	,	,
mit	APPR	mit	mit
unverzagtem	ADJA.Pos.Masc,Neut.Dat.Sg.st	unverzagetem	unverzaget
muote	NA.Masc,Neut.Dat.Sg.st	muote	muot
und	KON	und	unte
brinc	VVIMP.Sg.2	bringe	bringen
den	DDART.Masc.Akk.Sg.*	den	dër
bernaer	NA.Masc.Akk.Sg.st	Bernær	Bërnere
mit	APPR	mit	mit
dir	PPER.*.Dat.Sg.2	dir	dû
und	KON	und	unte
heiz	VVIMP.Sg.2	heiz	hèizen
in	PPER.Masc.Akk.Sg.3	in	ër
komen	VVINF	komen	komen
hin	AVD	hin	hine
ze	APPR	ze	ze
mir.>rüedegêr	NA.Masc.Nom.Sg.st	mirregærigær	mirregrætigære
gâhte	VVFIN.*.Past.Sg.3	gâhete	gâhen
sâ	AVD	sâ	sâr
zehant	AVD	zehant	zehant
,	$_	,	,
dâ	AVD	dâ	dâr
er	PPER.Masc.Nom.Sg.3	er	ër
den	DDART.Masc.Akk.Sg.*	den	dër
bernaere	NA.Masc.Akk.Sg.st	Bernære	Bërnere
vant	VVFIN.Ind.Past.Sg.3	vant	vinden
.	$_	.	.
	
her	NA.Masc.Nom.Sg.*	hêrr	hêrre
dietrîch	NE.Nom.Sg	Dieterîch	Dièterîch
gên	APPR	gein	gègen
dem	DDART.Masc.Dat.Sg.*	dem	dër
marcgrâven	NA.Masc.Dat.Sg.*	marcgrâven	markgrâve
gie	VVFIN.Ind.Past.Sg.3	gie	gân
,	$_	,	,
bî	APPR	bî	bî
den	DDART.*.Dat.Pl.*	den	dër
handen	NA.Fem.Dat.Pl.st	handen	hant
ietweder	DIS.Masc.Nom.Sg.*	ietweder	ièdwëder
den	DDART.Masc.Akk.Sg.*	den	dër
andern	DIS.Masc.Akk.Sg.st	andern	ander
vie	VVFIN.Ind.Past.Sg.3	vieng	vâhen
:	$_	:	:
si	PPER.*.Nom.Pl.3	si	ër
giengen	VVFIN.*.Past.Pl.3	giengen	gân
mit	APPR	mit	mit
einander	DIA	einander	èinander
dan	AVD	danne	danne
.	$_	.	.
	
swaz	PG.Neut.Akk.Sg.st	swaz	swër
schimphes	NA.Masc.Gen.Sg.st	schimpfes	schimpf
ie	AVD	ie	iè
der	DDART.Masc.Nom.Sg.*	der	dër
marcman	NA.Masc.Nom.Sg.st	marcman	markmann
begie	VVFIN.Ind.Past.Sg.3	begie	begân
od	KON	oder	oder
begunde	VVFIN.*.Past.Sg.3	begunde	beginnen
,	$_	,	,
dâ	PAVD	dâ	dâr
bî	PAVAP	bî	bî
was	VAFIN.Ind.Past.Sg.3	was	wësen
zaller	APPR|DIA.Fem.Dat.Sg.st	ze|aller	ze|all
stunde	NA.Fem.Dat.Sg.st	stunde	stunte
unvrô	ADJD.Pos	unvrô	unvrô
der	DDART.Masc.Nom.Sg.*	der	dër
bernaere	NA.Masc.Nom.Sg.st	Bernære	Bërnere
:	$_	:	:
sîn	DPOSA	sîn	sîn
vreuden	NA.Neut.Nom.Sg.wk	vröuweden	vröuwen
was	VAFIN.Ind.Past.Sg.3	was	wësen
sîn	DPOSA	sîn	sîn
swaere	NA.Fem.Nom.Sg.st	swære	swære
.	$_	.	.
	
her	NA.Masc.Nom.Sg.*	hêrr	hêrre
dietrîch	NE.Nom.Sg	Dieterîch	Dièterîch
was	VAFIN.Ind.Past.Sg.3	was	wësen
ze	APPR	ze	ze
hove	NA.Masc.Dat.Sg.st	hove	hov
brâht	VVPP	brâht	bringen
.	$_	.	.
	
nû	AVD	nû	nû
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
ouch	AVD	ouch	ouch
ezzens	NA.Neut.Gen.Sg.st	ezzenes	ëzzen
dâ	AVD	dâ	dâr
gedâht	VVPP	gedâht	gedènken
.	$_	.	.
	
ez	PPER.Neut.Nom.Sg.3	ez	ër
was	VAFIN.Ind.Past.Sg.3	was	wësen
nû	AVD	nû	nû
komen	VVPP	komen	komen
dar	PAVD	dâr	dâr
an	PAVAP	an	ane
,	$_	,	,
daz	KOUS	daz	dazz
der	DDART.Masc.Nom.Sg.*	der	dër
tac	NA.Masc.Nom.Sg.st	tac	tag
was	VAFIN.Ind.Past.Sg.3	was	wësen
zergân	VVPP	zergân	zergân
,	$_	,	,
etzel	NE.Nom.Sg	Ètzel	Ètzele
und	KON	und	unte
her	NA.Masc.Nom.Sg.*	hêrr	hêrre
dietrîch	NE.Nom.Sg	Dieterîch	Dièterîch
die	DDS.Masc.Nom.Pl.*	die	dër
sâzen	VVFIN.Ind.Past.Pl.3	sâzen	sitzen
ensamt	AVD	ensament	ensament
hêrlîch	AVD	hêrlîche	hêrlîche
.	$_	.	.
	
vor	APPR	vore	vore
den	DDART.*.Dat.Pl.*	den	dër
tischen	NA.Masc.Dat.Pl.st	tischen	tisch
hôrt	VVFIN.*.Past.Sg.3	hôrte	hoèren
man	PI.*.Nom.Sg.st	man	man
singen	VVINF	singen	singen
,	$_	,	,
ûf	PTKVZ	ûf	ûf
durch	APPR	durch	durh
den	DDART.Masc.Akk.Sg.*	den	dër
palas	NA.Masc.Akk.Sg.st	palas	palas
clingen	VVINF	klingen	klingen
:	$_	:	:
maneger	DIA.Fem.Gen.Sg.st	maniger	manig
kurzwîle	NA.Fem.Gen.Sg.st	kurzewîle	kurzewîle
was	VAFIN.Ind.Past.Sg.3	was	wësen
dâ	AVD	dâ	dâr
vil	AVD	vile	vile
,	$_	,	,
maneger	DIA.Fem.Gen.Sg.st	maniger	manig
hande	NA.Fem.Gen.Sg.st	hande	hant
seitspil	NA.Neut.Akk.Sg.st	seitspil	sèitenspil
man	PI.*.Nom.Sg.st	man	man
dâ	AVD	dâ	dâr
hôrte	VVFIN.*.Past.Sg.3	hôrte	hoèren
über	APPR	über	über
al	DIA	al	all
den	DDART.Masc.Akk.Sg.*	den	dër
sal	NA.Masc.Akk.Sg.st	sal	sal
.	$_	.	.
	
si	PPER.Masc.Nom.Pl.3	si	ër
wâren	VAFIN.Ind.Past.Pl.3	wâren	wësen
dâ	AVD	dâ	dâr
vrô	ADJD.Pos	vrô	vrô
überal	AVD	überal	überall
ân	AVD	âne	âne
alein	AVD	alein	allèine
her	NA.Masc.Nom.Sg.*	hêrr	hêrre
dietrîch	NE.Nom.Sg	Dieterîch	Dièterîch
,	$_	,	,
der	DDS.Masc.Nom.Sg.*	der	dër
gehabt	VVFIN.Ind.Pres.Sg.3	gehabet	gehaben
sich	PRF.Akk.*.*	sich	sich
trûreclîch	AVD	trûriclîche	trûriglîche
.	$_	.	.
	
als	KO*	als	allsô
man	PI.*.Nom.Sg.st	man	man
die	DDART.Masc.Akk.Pl.*	die	dër
tische	NA.Masc.Akk.Pl.st	tische	tisch
hete	VAFIN.*.Past.Sg.3	hæte	haben
erhân	VVPP	erhâhen	erhâhen
,	$_	,	,
etzel	NE.Nom.Sg	Ètzel	Ètzele
sprechen	VVINF	sprechen	sprëchen
dô	AVD	dô	dô
began	VVFIN.Ind.Past.Sg.3	began	beginnen
<	NE.Nom.Sg	H	In
herre	NA.Masc.Nom.Sg.*	hêrre	hêrre
von	APPR	von	von
bern	NE.Dat.Sg	Berne	Bërne
,	$_	,	,
wie	AVW	wie	wiè
tuot	VVFIN.*.Pres.Pl.2	tuot	tuon
ir	PPER.*.Nom.Pl.2	ir	ir
sô	AVD	sô	sô
?	$_	?	?
	
mich	PPER.*.Akk.Sg.1	mich	ich
dunket	VVFIN.Ind.Pres.Sg.3	dunket	dunken
,	$_	,	,
ir	PPER.*.Nom.Pl.2	ir	ir
sît	VAFIN.*.Pres.Pl.2	sît	sîn
unvrô	ADJD.Pos	unvrô	unvrô
.	$_	.	.
	
gebâret	VVIMP.Pl.2	gebâret	gebâren
manlîche	AVD	manlîche	mannlîche
,	$_	,	,
helt	NA.Masc.Nom.Sg.st	helt	hèled
her	NA.Masc.Nom.Sg.*	hêrr	hêrre
dietrîche	NE.Nom.Sg	Dieterîche	Dièterîch
:	$_	:	:
ir	PPER.*.Nom.Pl.2	ir	ir
müezet	VMFIN.*.Pres.Pl.2	müezet	müèzen
in	APPR	in	in
kurzen	ADJA.Pos.*.Dat.Pl.*	kurzen	kurz
zîten	NA.Fem,Neut.Dat.Pl.st	zîten	zît
wider	AVD	wider	widere
heim	AVD	heim	hèim
ze	APPR	ze	ze
lande	NA.Neut.Dat.Sg.st	lande	lant
rîten.><herre	NA.Masc.Nom.Sg.*	rîtære	rîtærehêrre
,	$_	,	,
daz	DDS.Neut.Nom.Sg.*	daz	dër
kan	VMFIN.Ind.Pres.Sg.3	kan	kunnen
nimmer	AVD	niemer	nièmer
ergân	VVINF	ergân	ergân
,	$_	,	,
ich	PPER.*.Nom.Sg.1	ich	ich
müeze	VMFIN.Subj.Pres.Sg.1	müeze	müèzen
iuwer	DPOSA.Fem.Akk.Sg.*	iuwer	iuwer
helfe	NA.Fem.Akk.Sg.st	helfe	hëlfe
hân.>	VAINF	hân	haben
dô	AVD	dô	dô
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
etzel	NE.Nom.Sg	Ètzel	Ètzele
zehant	AVD	zehant	zehant
<	NE.Nom.Sg	H	In
her	NA.Masc.Nom.Sg.*	hêrr	hêrre
dietrîch	NE.Nom.Sg	Dieterîch	Dièterîch
,	$_	,	,
des	DDS.Neut.Gen.Sg.*	des	dër
habt	VAFIN.*.Pres.Pl.2	habet	haben
ûf	APPR	ûf	ûf
mir	PPER.*.Dat.Sg.1	mir	ich
phant	NA.Neut.Akk.Sg.st	pfant	pfant
.	$_	.	.
	
ich	PPER.*.Nom.Sg.1	ich	ich
wil	VMFIN.Ind.Pres.Sg.1	wile	wèllen
iu	PPER.*.Dat.Pl.2	iu	ir
sagen	VVINF	sagen	sagen
mînen	DPOSA.Masc.Akk.Sg.st	mînen	mîn
muot	NA.Masc.Akk.Sg.st	muot	muot
:	$_	:	:
verzaget	VVIMP.Pl.2	verzaget	verzagen
niht	PTKNEG	niht	niht
,	$_	,	,
edel	ADJA.Pos.Masc.Nom.Sg.*	edel	èdele
helt	NA.Masc.Nom.Sg.st	helt	hèled
guot	ADJN.Masc.Nom.Sg.*	guot	guot
.	$_	.	.
	
ich	PPER.*.Nom.Sg.1	ich	ich
wil	VMFIN.Ind.Pres.Sg.1	wile	wèllen
iu	PPER.*.Dat.Pl.2	iu	ir
sagen	VVINF	sagen	sagen
,	$_	,	,
vogt	NA.Masc.Nom.Sg.st	voget	voget
von	APPR	von	von
berne	NE.Dat.Sg	Berne	Bërne
,	$_	,	,
welt	VMFIN.*.Pres.Pl.2	wellt	wèllen
ir	PPER.*.Nom.Pl.2	ir	ir
heim	AVD	heim	hèim
ze	APPR	ze	ze
lande	NA.Neut.Dat.Sg.st	lande	lant
gerne	AVD	gerne	gërne
,	$_	,	,
daz	DDS.Neut.Nom.Sg.*	daz	dër
tuot	VVFIN.Ind.Pres.Sg.3	tuot	tuon
mir	PPER.*.Dat.Sg.1	mir	ich
endelîchen	AVD	endelîchen	èntelîche
kunt	ADJD.Pos	kunt	kund
.	$_	.	.
	
ich	PPER.*.Nom.Sg.1	ich	ich
wil	VMFIN.Ind.Pres.Sg.1	wile	wèllen
iu	PPER.*.Dat.Pl.2	iu	ir
lâzn	VVINF	lâzen	lâzen
in	APPR	in	in
kurzer	ADJA.Pos.Fem.Dat.Sg.st	kurzer	kurz
stunt	NA.Fem.Dat.Sg.st	stunt	stunte
zwelf	CARDA.Masc.Akk.Pl.*	zwelif	zwèliv
tûsent	ADJA.Pos.Masc.Akk.Pl.*	tûsent	tûsent
wîgande	NA.Masc.Akk.Pl.st	wîgande	wîgant
ûz	APPR	ûz	ûz
hiunischem	ADJA.Pos.Neut.Dat.Sg.st	hiunischem	hiunisch
lande.>	NA.Neut.Dat.Sg.st	lande	lant
vrou	NA.Fem.Nom.Sg.*	vrouwe	vrouwe
helche	NE.Nom.Sg	Helche	Helche
balde	AVD	balde	balde
ûf	PTKVZ	ûf	ûf
stuont	VVFIN.Ind.Past.Sg.3	stuont	stân
,	$_	,	,
als	KO*	als	allsô
noch	AVD	noch	noh
die	DDART.Fem.Nom.Pl.*	die	dër
reinen	ADJA.Pos.*.Nom.Pl.wk	reinen	rèine
vrouwen	NA.Fem.Nom.Pl.st	vrouwen	vrouwe
tuont	VVFIN.Ind.Pres.Pl.3	tuont	tuon
,	$_	,	,
die	DRELS.*.Nom.Pl	die	dër
noch	AVD	noch	noh
barmherzec	ADJD.Pos	barmherzic	barmhërzig
sint	VAFIN.Ind.Pres.Pl.3	sint	sîn
.	$_	.	.
	
si	PPER.Fem.Nom.Sg.3	si	ër
sprach<	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
rîchez	ADJA.Pos.Neut.Nom.Sg.st	rîchez	rîche
botelunges	NE.Gen.Sg	Botelunges	Botelunc
kint	NA.Neut.Akk.Sg.st	kint	kind
,	$_	,	,
dû	PPER.*.Nom.Sg.2	dû	dû
hâst	VAFIN.*.Pres.Sg.2	hâst	haben
ein	DIART.Fem.Akk.Sg.*	ein	èin
tugent	NA.Fem.Akk.Sg.st	tugent	tugende
hiute	AVD	hiute	hiute
getân	VVPP	getân	tuon
,	$_	,	,
des	DRELS.Neut.Gen.Sg	des	dër
dir	PPER.*.Dat.Sg.2	dir	dû
vrouwen	NA.Fem.Dat.Sg.st	vrouwen	vrouwe
unde	KON	unde	unte
man	PI.*.Nom.Sg.st	man	man
immer	AVD	iemer	ièmer
dankent	VVFIN.Ind.Pres.Pl.3	dankent	danken
gerne	AVD	gerne	gërne
,	$_	,	,
daz	KOUS	daz	dazz
dû	PPER.*.Nom.Sg.2	dû	dû
den	DDART.Masc.Akk.Sg.*	den	dër
vogt	NA.Masc.Akk.Sg.st	voget	voget
von	APPR	von	von
berne	NE.Dat.Sg	Berne	Bërne
in	APPR	in	in
dîn	DPOSA.Fem.Akk.Sg.*	dîn	dîn
genâde	NA.Fem.Akk.Sg.st	genâde	genâde
hâst	VAFIN.*.Pres.Sg.2	hâst	haben
genomen	VVPP	genomen	nëmen
.	$_	.	.
	
daz	DDS.Neut.Nom.Sg.*	daz	dër
sol	VMFIN.Ind.Pres.Sg.3	sol	solen
dir	PPER.*.Dat.Sg.2	dir	dû
ze	APPR	ze	ze
hôhen	ADJA.Pos.*.Dat.Pl.*	hôhen	hôh
êren	NA.Fem.Dat.Pl.*	êren	êre
komen	VVINF	komen	komen
.	$_	.	.
	
ich	PPER.*.Nom.Sg.1	ich	ich
sihe	VVFIN.Ind.Pres.Sg.1	sihe	sëhen
wol	AVD	wole	wole
,	$_	,	,
daz	KOUS	daz	dazz
dû	PPER.*.Nom.Sg.2	dû	dû
triuwe	NA.Fem.Akk.Sg.st	triuwe	triuwe
hâst	VAFIN.*.Pres.Sg.2	hâst	haben
:	$_	:	:
swer	PG.Masc.Nom.Sg.st	swer	swër
dir	PPER.*.Dat.Sg.2	dir	dû
getrouwet	VVFIN.Ind.Pres.Sg.3	getrûwet	getrûwen
,	$_	,	,
daz	KOUS	daz	dazz
dû	PPER.*.Nom.Sg.2	dû	dû
den	DDS.Masc.Akk.Sg.*	den	dër
niht	PTKNEG	niht	niht
lâst.>	VVFIN.*.Pres.Sg.2	lâst	lâzen
<vrouwe	NA.Fem.Nom.Sg.*	vrouwe	vrouwe
,	$_	,	,
ich	PPER.*.Nom.Sg.1	ich	ich
wil	VMFIN.Ind.Pres.Sg.1	wile	wèllen
daz	DDS.Neut.Akk.Sg.*	daz	dër
immer	AVD	iemer	ièmer
gerne	AVD	gerne	gërne
tuon	VVINF	tuon	tuon
.	$_	.	.
	
vür	APPR	vür	vüre
disen	DDA.Masc.Akk.Sg.*	disen	dise
tac	NA.Masc.Akk.Sg.st	tac	tag
vride	NA.Masc.Akk.Sg.*	vride	vride
noch	KON	noch	noh
suon	NA.Masc.Nom.Sg.st	sun	sun
gewinnet	VVFIN.Ind.Pres.Sg.3	gewinnet	gewinnen
nimmer	AVD	niemer	nièmer
mêre	AVD.Comp	mêre	mêre
,	$_	,	,
vil	AVD	vile	vile
edeliu	ADJA.Pos.Fem.Nom.Sg.st	edeliu	èdele
vrouwe	NA.Fem.Nom.Sg.*	vrouwe	vrouwe
hêre	ADJN.Fem.Nom.Sg.wk	hêre	hêre
,	$_	,	,
von	APPR	von	von
mir	PPER.*.Dat.Sg.1	mir	ich
der	DDART.Masc.Nom.Sg.*	der	dër
künic	NA.Masc.Nom.Sg.st	küninc	küning
ermrîch	NE.Nom.Sg	Èrmrîch	Èrmrîch
:	$_	:	:
des	DDS.Neut.Gen.Sg.*	des	dër
sît	VAIMP.Pl.2	sît	sîn
gewis	ADJD.Pos	gewis	gewiss
,	$_	,	,
her	NA.Masc.Nom.Sg.*	hêrr	hêrre
dietrîch.>	NE.Nom.Sg	Dietrîch	Dièterîch
hinvür	PAVD|PAVAP	hin|vüre	hine|vüre
trat	VVFIN.Ind.Past.Sg.3	trat	trëten
her	NA.Masc.Nom.Sg.*	hêrr	hêrre
rüedegêr	NE.Nom.Sg	Rüedegêr	Rüèdegêr
.	$_	.	.
	
<urloubes	NA.Masc,Neut.Gen.Sg.st	urloubes	urloub
ger	VVFIN.*.Pres.Sg.1	ger	gëren
ich	PPER.*.Nom.Sg.1	ich	ich
,	$_	,	,
künic	NA.Masc.Nom.Sg.st	küninc	küning
hêr	AVD	her	hëre
,	$_	,	,
und	KON	und	unte
bite	VVFIN.*.Pres.Sg.1	bite	biten
,	$_	,	,
daz	KOUS	daz	dazz
ez	PPER.Neut.Nom.Sg.3	ez	ër
dîn	DPOSA.Masc.Nom.Sg.*	dîn	dîn
wille	NA.Masc.Nom.Sg.*	wille	wille
sî	VAFIN.Subj.Pres.Sg.3	sî	sîn
.	$_	.	.
	
ich	PPER.*.Nom.Sg.1	ich	ich
wil	VMFIN.Ind.Pres.Sg.1	wile	wèllen
dem	DDART.Masc.Dat.Sg.*	dem	dër
vogt	NA.Masc.Dat.Sg.st	vogete	voget
von	APPR	von	von
berne	NE.Dat.Sg	Berne	Bërne
bî	PTKVZ	bî	bî
gestên	VVINF	gestên	gestân
und	KON	und	unte
alle	DIS.*.Akk.Pl.st	alle	all
die	DRELS.*.Akk.Pl	die	dër
ich	PPER.*.Nom.Sg.1	ich	ich
hân	VAFIN.Ind.Pres.Sg.1	hân	haben
.	$_	.	.
	
mir	PPER.*.Dat.Sg.1	mir	ich
wartent	VVFIN.Ind.Pres.Pl.3	wartent	warten
noch	AVD	noch	noh
zwei	CARDA.Neut.Nom.Pl.st	zwei	zwêne
tûsent	ADJS.Pos.Neut.Nom.Pl.*	tûsent	tûsent
man	NA.Masc.Gen.Pl.st	manne	mann
,	$_	,	,
mit	APPR	mit	mit
den	DDS.*.Dat.Pl.*	den	dër
wil	VMFIN.Ind.Pres.Sg.1	wile	wèllen
ich	PPER.*.Nom.Sg.1	ich	ich
rîten	VVINF	rîten	rîten
,	$_	,	,
dem	DDART.Masc.Dat.Sg.*	dem	dër
bernaer	NA.Masc.Dat.Sg.st	Bernær	Bërnere
helfen	VVINF	helfen	hëlfen
strîten	VVINF	strîten	strîten
ûf	APPR	ûf	ûf
den	DDART.Masc.Akk.Sg.*	den	dër
künic	NA.Masc.Akk.Sg.st	küninc	küning
ermrîch	NE.Akk.Sg	Èrmrîch	Èrmrîch
.	$_	.	.
	
des	DDS.Neut.Gen.Sg.*	des	dër
hân	VAFIN.Ind.Pres.Sg.1	hân	haben
ich	PPER.*.Nom.Sg.1	ich	ich
reht	AVD	reht	rëhte
,	$_	,	,
her	NA.Masc.Nom.Sg.*	hêrr	hêrre
dietrîch.>	NE.Nom.Sg	Dietrîch	Dièterîch
hinvür	PAVD|PAVAP	hin|vüre	hine|vüre
trat	VVFIN.Ind.Past.Sg.3	trat	trëten
von	APPR	von	von
lunders	NE.Dat.Sg	Lunders	Lunders
helphrîch	NE.Nom.Sg	Helpfrîch	Helpfrîch
und	KON	und	unte
von	APPR	von	von
kriechen	NA.Masc.Dat.Pl.*	Kriechen	Krièche
dietrîch	NE.Nom.Sg	Dieterîch	Dièterîch
.	$_	.	.
	
si	PPER.*.Nom.Pl.3	si	ër
sprâchen<	VVFIN.Ind.Past.Pl.3	sprâchen	sprëchen
vogt	NA.Masc.Akk.Sg.st	voget	voget
von	APPR	von	von
berne	NE.Dat.Sg	Berne	Bërne
,	$_	,	,
wir	PPER.*.Nom.Pl.1	wir	wir
wellen	VMFIN.*.Pres.Pl.1	wellen	wèllen
helfen	VVINF	helfen	hëlfen
gerne	AVD	gerne	gërne
dir	PPER.*.Dat.Sg.2	dir	dû
zeretten	VVINF	zerretten	zerrètten
dîniu	DPOSA.Neut.Akk.Pl.st	dîniu	dîn
lant	NA.Neut.Akk.Pl.st	lant	lant
.	$_	.	.
	
wir	PPER.*.Nom.Pl.1	wir	wir
weln	VMFIN.*.Pres.Pl.1	welln	wèllen
dir	PPER.*.Dat.Sg.2	dir	dû
vüeren	VVINF	vüeren	vüèren
alzehant	AVD	alzehant	allzehant
vier	CARDA.Neut.Akk.Pl.*	vier	vièr
tûsent	ADJA.Pos.Masc.Akk.Pl.*	tûsent	tûsent
edeler	ADJA.Pos.*.Gen.Pl.st	edeler	èdele
degene.>	NA.Masc.Gen.Pl.st	degene	dëgen
dô	AVD	dô	dô
dancte	VVFIN.*.Past.Sg.3	dankete	danken
in	PPER.*.Dat.Pl.3	in	ër
der	DDART.Masc.Nom.Sg.*	der	dër
bewegene	ADJA.Pos.Masc.Nom.Sg.wk	bewegene	bewëgen
.	$_	.	.
	
dô	AVD	dô	dô
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
von	APPR	von	von
stîre	NE.Dat.Sg	Stîre	Stîre
dietleip	NE.Nom.Sg	Dietleip	Diètlèib
<	APPR	umbe	in
dir	PPER.*.Dat.Sg.2	dir	dû
wirt	VAFIN.Ind.Pres.Sg.3	wirdet	wërden
dîn	DPOSA	dîn	dîn
schaden	NA.Masc.Nom.Sg.*	schaden	schade
widerleit	VVPP	widerleit	widerlègen
.	$_	.	.
	
ich	PPER.*.Nom.Sg.1	ich	ich
wil	VMFIN.Ind.Pres.Sg.1	wile	wèllen
dir	PPER.*.Dat.Sg.2	dir	dû
bringen	VVINF	bringen	bringen
,	$_	,	,
ob	KOUS	ob	obe
ich	PPER.*.Nom.Sg.1	ich	ich
kan	VMFIN.Ind.Pres.Sg.1	kan	kunnen
,	$_	,	,
anderthalp	AVD	anderhalp	anderhalben
tûsent	ADJS.Pos.Neut.Akk.Sg.*	tûsent	tûsent
mîner	DPOSA.*.Gen.Pl.st	mîner	mîn
man	NA.Masc.Gen.Pl.st	manne	mann
,	$_	,	,
und	KON	und	unte
sint	VAFIN.Ind.Pres.Pl.3	sint	sîn
daz	DDS.Neut.Nom.Sg.*	daz	dër
allez	DIA.Neut.Nom.Sg.st	allez	all
ziere	ADJA.Pos.Masc.Nom.Pl.st	ziere	zière
degen	NA.Masc.Nom.Sg.st	degen	dëgen
.	$_	.	.
	
wir	PPER.*.Nom.Pl.1	wir	wir
haben	VAFIN.*.Pres.Pl.1	haben	haben
uns	PRF.Akk.Pl.st	uns	wir
durch	APPR	durch	durh
dich	PPER.*.Akk.Sg.2	dich	dû
bewegen	VVPP	bewegen	bewëgen
,	$_	,	,
wir	PPER.*.Nom.Pl.1	wir	wir
wenden	VVFIN.*.Pres.Pl.1	wenden	wènten
alle	DIA.Fem.Akk.Sg.st	alle	all
dîne	DPOSA.Fem.Akk.Sg.st	dîne	dîn
nôt	NA.Fem.Akk.Sg.st	nôt	nôt
,	$_	,	,
od	KON	oder	oder
ich	PPER.*.Nom.Sg.1	ich	ich
gelige	VVFIN.*.Pres.Sg.1	gelige	geligen
in	APPR	in	in
dînem	DPOSA.Masc,Neut.Dat.Sg.st	dînem	dîn
dienste	NA.Masc,Neut.Dat.Sg.st	dieneste	diènest
tôt.>	ADJD.Pos	tôt	tôt
dô	AVD	dô	dô
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
îrinc	NE.Nom.Sg	<unknown>	Îring
und	KON	und	unte
bloedelîn	NA.Neut.Nom.Sg.st	bloedelîn	bloèdelîn
und	KON	und	unte
von	APPR	von	von
elsentroye	NE.Dat.Sg	Elsentrôje	Elsentroie
erewîn	NE.Nom.Sg	Erewîn	Erewîn
<vogt	NA.Masc.Nom.Sg.st	voget	<unknown>
von	APPR	von	von
berne	NE.Dat.Sg	Berne	Bërne
,	$_	,	,
ruochet	VVFIN.*.Pres.Pl.2	ruochet	ruochen
ir	PPER.*.Nom.Pl.2	ir	ir
,	$_	,	,
vier	CARDA.Masc.Akk.Pl.*	vier	vièr
tûsent	ADJA.Pos.Masc.Akk.Pl.*	tûsent	tûsent
recken	NA.Masc.Akk.Pl.wk	recken	rècke
zier	ADJN.Masc.Nom.Pl.*	zier	zière
die	DDS.*.Akk.Pl.*	die	dër
welle	VMFIN.*.Pres.Pl.1	wellen	wèllen
wir	PPER.*.Nom.Pl.1	wir	wir
iu	PPER.*.Dat.Pl.2	iu	ir
bringen	VVINF	bringen	bringen
mit	APPR	mit	mit
helmen	NA.Masc.Dat.Pl.*	helmen	hëlme
und	KON	und	unte
mit	APPR	mit	mit
ringen.>	NA.Neut.Dat.Sg.st	ringene	ringen
her	NA.Masc.Nom.Sg.*	hêrr	hêrre
dietrîch	NE.Nom.Sg	Dieterîch	Dièterîch
sprach<	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
gerne	AVD	gerne	gërne
ichz	PPER.*.Nom.Sg.1|PPER.Neut.Akk.Sg.3	ich|ez	ich|ër
dienen	VVINF	dienen	diènen
wil	VMFIN.Ind.Pres.Sg.1	wile	wèllen
.	$_	.	.
	
der	DDART.Fem.Gen.Sg.*	der	dër
helfe	NA.Fem.Gen.Sg.st	helfe	hëlfe
dunket	VVFIN.Ind.Pres.Sg.3	dunket	dunken
mich	PPER.*.Akk.Sg.1	mich	ich
ze	PTKA	ze	ze
vil	AVD	vile	vile
,	$_	,	,
wand	KO*	wande	wante
ich	PPER.*.Nom.Sg.1	ich	ich
ez	PPER.Neut.Akk.Sg.3	ez	ër
niht	PTKNEG	niht	niht
gedienet	VVPP	gedienet	diènen
hân	VAFIN.Ind.Pres.Sg.1	hân	haben
.	$_	.	.
	
ir	PPER.*.Nom.Pl.2	ir	ir
sult	VMFIN.*.Pres.Pl.2	sulet	solen
aber	AVD	aber	aber
ûf	APPR	ûf	ûf
mînen	DPOSA.*.Dat.Pl.st	mînen	mîn
triuwen	NA.Fem.Dat.Pl.*	triuwen	triuwe
hân	VAINF	hân	haben
,	$_	,	,
ich	PPER.*.Nom.Sg.1	ich	ich
gediene	VVFIN.*.Pres.Sg.1	gediene	gediènen
ez	PPER.Neut.Akk.Sg.3	ez	ër
,	$_	,	,
unde	KON	unde	unte
sol	VMFIN.Ind.Pres.Sg.1	sol	solen
ich	PPER.*.Nom.Sg.1	ich	ich
leben	VVINF	leben	lëben
.	$_	.	.
	
ich	PPER.*.Nom.Sg.1	ich	ich
wil	VMFIN.Ind.Pres.Sg.1	wile	wèllen
iu	PPER.*.Dat.Pl.2	iu	ir
