gedaehte	VVFIN.Subj.Past.Sg.3	gedæhte	gedènken
daz	KOUS	daz	dazz
man	PI.*.Nom.Sg.st	man	man
des	DDS.Neut.Gen.Sg.*	des	dër
elliche	AVD	allîche	alllîche
pflac	VVFIN.Ind.Past.Sg.3	pflac	pflëgen
,	$_	,	,
swer	PG.Masc.Nom.Sg.st	swer	swër
so	PTK	sô	sô
bi	APPR	bî	bî
einer	DIART.Fem.Dat.Sg.st	einer	èin
megede	NA.Fem.Dat.Sg.st	megede	maged
lac	VVFIN.Ind.Past.Sg.3	lac	ligen
und	KON	und	unte
ir	PPER.Fem.Dat.Sg.3	ir	ër
den	DDART.Masc.Akk.Sg.*	den	dër
bluomen	NA.Masc.Akk.Sg.*	bluomen	bluome
abe	PTKVZ	abe	abe
genam	VVFIN.Ind.Past.Sg.3	genam	genëmen
,	$_	,	,
daz	KOUS	daz	dazz
eteswer	DIA.Masc.Nom.Sg.st	eteswer	ëteswër
mit	APPR	mit	mit
wine	NA.Masc.Dat.Sg.st	wîne	wîn
kam	VVFIN.Ind.Past.Sg.3	kam	komen
und	KON	und	unte
lie	VVFIN.Ind.Past.Sg.3	lie	lâzen
si	PPER.Fem.Akk.Sg.3	si	ër
trinken	VVINF	trinken	trinken
beide	DIS.Masc,Neut.Akk.Pl.st	beide	bèide
samet	AVD	samet	sament
ane	APPR	âne	âne
underscheide	NA.Fem.Akk.Sg.st	underscheide	unterschèide
.	$_	.	.
	
der	DDART.Masc.Nom.Sg.*	der	dër
selbe	DDA.Masc.Nom.Sg.wk	selbe	sëlb
site	NA.Masc.Nom.Sg.*	site	site
ergieng	VVFIN.Ind.Past.Sg.3	ergienc	ergân
ouch	AVD	ouch	ouch
da	AVD	dâ	dâr
:	$_	:	:
tristan	NE.Nom.Sg	Tristan	Tristan
sin	DPOSA	sîn	sîn
neve	NA.Masc.Nom.Sg.wk	neve	nëve
der	DDS.Masc.Nom.Sg.*	der	dër
brahte	VVFIN.Ind.Past.Sg.3	brâhte	bringen
iesa	AVD	iesâ	ièsâ
beidiu	KON	beidiu	bèide
lieht	NA.Neut.Akk.Sg.st	lieht	lièht
unde	KON	unde	unte
win	NA.Masc.Akk.Sg.st	wîn	wîn
.	$_	.	.
	
der	DDART.Masc.Nom.Sg.*	der	dër
künec	NA.Masc.Nom.Sg.st	küninc	küning
tranc	VVFIN.Ind.Past.Sg.3	tranc	trinken
und	KON	und	unte
diu	DDART.Fem.Nom.Sg.*	diu	dër
künigin	NA.Fem.Nom.Sg.*	küninginne	küninginne
.	$_	.	.
	
ouch	AVD	ouch	ouch
sagent	VVFIN.Ind.Pres.Pl.3	sagent	sagen
genuoge	ADJA.Pos.*.Nom.Pl.st	genuoge	genuoge
maere	NA.Fem,Neut.Nom.Pl.st	mære	mære
,	$_	,	,
daz	KOUS	daz	dazz
ez	PPER.Neut.Nom.Sg.3	ez	ër
des	DDART.Masc.Gen.Sg.*	des	dër
trankes	NA.Masc.Gen.Sg.st	trankes	trank
waere	VAFIN.Subj.Past.Sg.3	wære	wësen
,	$_	,	,
von	APPR	von	von
dem	DRELS.Neut.Dat.Sg	dem	dër
tristan	NE.Dat.Sg	Tristan	Tristan
unde	KON	unde	unte
isot	NE.Nom.Sg	Isôte	Isôte
gevielen	VVFIN.*.Past.Pl.3	gevielen	gevallen
in	APPR	in	in
ir	DPOSA	ire	ire
herzenot	NA.Fem.Dat.Sg.st	herzenôt	hërzennôt
.	$_	.	.
	
nein	ITJ	nein	nèin
des	DDART.Masc.Gen.Sg.*	des	dër
trankes	NA.Masc.Gen.Sg.st	trankes	trank
was	VAFIN.Ind.Past.Sg.3	was	wësen
nime	AVD	niene	niène
:	$_	:	:
brangaene	NE.Nom.Sg	Brangæne	Brangæne
warf	VVFIN.Ind.Past.Sg.3	warf	wërfen
in	PPER.Masc.Akk.Sg.3	in	ër
in	APPR	in	in
den	DDART.Masc.Akk.Sg.*	den	dër
se	NA.Masc.Akk.Sg.st	sê	sêw
.	$_	.	.
	
nu	KOUS	nû	nû
si	PPER.*.Nom.Pl.3	si	ër
dem	DDART.Masc.Dat.Sg.*	dem	dër
site	NA.Masc.Dat.Sg.*	site	site
gegiengen	VVFIN.*.Past.Pl.3	gegiengen	gegân
mite	PTKVZ	mite	mite
,	$_	,	,
beidiu	DIS.Neut.Nom.Pl.st	beidiu	bèide
getrunken	VVPP	getrunken	trinken
nach	APPR	nâch	nâh
dem	DDART.Masc.Dat.Sg.*	dem	dër
site	NA.Masc.Dat.Sg.*	site	site
,	$_	,	,
diu	DDART.Fem.Nom.Sg.*	diu	dër
junge	ADJA.Pos.Fem.Nom.Sg.wk	junge	jung
künigin	NA.Fem.Nom.Sg.*	küninginne	küninginne
isot	NE.Nom.Sg	Isôte	Isôte
diu	DDS.Fem.Nom.Sg.*	diu	dër
leite	VVFIN.*.Past.Sg.3	leite	lègen
sich	PRF.Akk.*.*	sich	sich
mit	APPR	mit	mit
maneger	DIA.Fem.Dat.Sg.st	maniger	manig
not	NA.Fem.Dat.Sg.st	nôt	nôt
,	$_	,	,
mit	APPR	mit	mit
tougenlichem	ADJA.Pos.Masc.Dat.Sg.st	tougenlîchem	tougenlich
smerzen	NA.Masc.Dat.Sg.*	smerzen	smërze
ir	DPOSA.Masc,Neut.Gen.Sg.*	ire	ire
muotes	NA.Masc,Neut.Gen.Sg.st	muotes	muot
unde	KON	unde	unte
ir	DPOSA.Neut.Gen.Sg.*	ire	ire
herzen	NA.Neut.Gen.Sg.wk	herzen	hërze
zuo	APPR	zuo	ze
dem	DDART.Masc.Dat.Sg.*	dem	dër
künege	NA.Masc.Dat.Sg.st	küninge	küning
ir	DPOSA.Masc.Dat.Sg.*	ire	ire
herren	NA.Masc.Dat.Sg.*	hêrren	hêrre
nider	PTKVZ	nider	nidere
.	$_	.	.
	
der	DDS.Masc.Nom.Sg.*	der	dër
greif	VVFIN.Ind.Past.Sg.3	greif	grîfen
an	APPR	an	ane
sine	DPOSA.Fem.Akk.Sg.st	sîne	sîn
vröude	NA.Fem.Akk.Sg.st	vröuwede	vröuwede
wider	PTKVZ	wider	widere
:	$_	:	:
er	PPER.Masc.Nom.Sg.3	er	ër
twanc	VVFIN.Ind.Past.Sg.3	twanc	dwingen
si	PPER.Fem.Akk.Sg.3	si	ër
nahe	AVD	nâhe	nâhe
an	APPR	an	ane
sinen	DPOSA.Masc.Akk.Sg.st	sînen	sîn
lip	NA.Masc.Akk.Sg.st	lîp	lîb
.	$_	.	.
	
in	PPER.Masc.Akk.Sg.3	in	ër
duhte	VVFIN.*.Past.Sg.3	dûhte	dunken
wip	NA.Neut.Nom.Sg.st	wîp	wîb
alse	KO*	alse	allsô
wip	NA.Neut.Nom.Sg.st	wîp	wîb
:	$_	:	:
er	PPER.Masc.Nom.Sg.3	er	ër
vant	VVFIN.Ind.Past.Sg.3	vant	vinden
ouch	AVD	ouch	ouch
die	DDS.Fem.Akk.Sg.*	die	dër
vil	AVD	vile	vile
schiere	AVD	schiere	schière
von	APPR	von	von
guoter	ADJA.Pos.Fem.Dat.Sg.st	guoter	guot
maniere	NA.Fem.Dat.Sg.st	maniere	manière
.	$_	.	.
	
ime	PPER.Masc.Dat.Sg.3	ime	ër
was	VAFIN.Ind.Past.Sg.3	was	wësen
ein	DIART.Masc.Nom.Sg.*	ein	èin
als	AVD	als	allsô
ander	DIS.Masc.Nom.Sg.*	ander	ander
:	$_	:	:
an	APPR	an	ane
ietwederre	DIS.Fem.Dat.Sg.st	ietwederre	ièdwëder
vander	KO*	wande	wante
golt	NA.Neut.Akk.Sg.st	golt	gold
unde	KON	unde	unte
messinc	NA.Masc.Nom.Sg.st	messinc	mèssing
.	$_	.	.
	
ouch	KO*	ouch	ouch
leistens	VVFIN.*.Past.Pl.3|PPER.Masc.Nom.Pl.3	leisten|si	lèisten|ër
ime	PPER.Masc.Dat.Sg.3	ime	ër
ir	DPOSA.Masc,Neut.Akk.Sg.*	ire	ire
teidinc	NA.Masc,Neut.Akk.Sg.st	teidinc	tageding
also	AVD	alsô	allsô
dan	AVD	danne	danne
und	KON	und	unte
also	AVD	alsô	allsô
dar	PAVD	dâr	dâr
,	$_	,	,
daz	KOUS	daz	dazz
er	PPER.Masc.Nom.Sg.3	er	ër
nie	AVD	nie	niè
nihtes	NA.Neut.Gen.Sg.st	nihtes	niht
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
gewar	ADJD.Pos	gewar	geware
.	$_	.	.
	
isot	NE.Nom.Sg	Isôte	Isôte
diu	DDS.Fem.Nom.Sg.*	diu	dër
was	VAFIN.Ind.Past.Sg.3	was	wësen
do	AVD	dô	dô
starke	AVD	starke	starke
von	APPR	von	von
ir	DPOSA.Masc.Dat.Sg.*	ire	ire
herren	NA.Masc.Dat.Sg.*	hêrren	hêrre
marke	NE.Dat.Sg	Marke	Marke
geminnet	VVPP	geminnet	minnen
unde	KON	unde	unte
geheret	VVPP	gehêrt	hêren
,	$_	,	,
gepriset	VVPP	geprîset	prîsen
unde	KON	unde	unte
geeret	VVPP	geêrt	êren
von	APPR	von	von
liute	NA.Masc,Neut.Dat.Sg.st	liute	liut
und	KON	und	unte
von	APPR	von	von
lande	NA.Neut.Dat.Sg.st	lande	lant
.	$_	.	.
	
wan	KO*	wan	wante
man	PI.*.Nom.Sg.st	man	man
so	AVD	sô	sô
maneger	DIA.*.Gen.Pl.st	maniger	manig
hande	NA.Fem.Gen.Pl.st	hande	hant
vuoge	NA.Fem.Akk.Sg.st	vuoge	vuoge
unde	KON	unde	unte
saelde	NA.Fem.Akk.Sg.st	sælde	sælede
an	APPR	an	ane
ir	PPER.Fem.Dat.Sg.3	ir	ër
gesach	VVFIN.Ind.Past.Sg.3	gesach	gesëhen
,	$_	,	,
ir	DPOSA	ire	ire
lop	NA.Masc,Neut.Nom.Sg.st	lop	lob
unde	KON	unde	unte
ir	DPOSA	ire	ire
ere	NA.Fem.Nom.Sg.*	êre	êre
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
,	$_	,	,
swaz	PG.Neut.Nom.Sg.st	swaz	swër
lop	NA.Neut.Akk.Sg.st	lop	lob
gesprechen	VVINF	gesprechen	gesprëchen
kunde	VMFIN.*.Past.Sg.3	kunde	kunnen
.	$_	.	.
	
under	APPR	under	unter
dirre	DDA.Fem.Dat.Sg.*	dirre	dise
stunde	NA.Fem.Dat.Sg.st	stunde	stunte
haete	VAFIN.*.Past.Sg.3	hæte	haben
si	PPER.Fem.Nom.Sg.3	si	ër
und	KON	und	unte
ir	DPOSA	ire	ire
amis	NA.Masc.Nom.Sg.st	amîs	amîs
ir	DPOSA	ire	ire
kurzewile	NA.Fem.Akk.Sg.st	kurzewîle	kurzewîle
manege	DIA.Fem.Akk.Sg.st	manige	manig
wis	NA.Fem.Akk.Sg.st	wîs	wîse
,	$_	,	,
ir	DPOSA	ire	ire
wunne	NA.Fem.Nom.Sg.*	wünne	wünne
spate	AVD	spâte	spâte
unde	KON	unde	unte
vruo	AVD	vruo	vruo
,	$_	,	,
wan	KO*	wan	wante
nieman	DIA.*.Nom.Sg.st	nieman	nièmannd
wande	VVFIN.*.Past.Sg.3	wânte	wænen
niht	PTKNEG	niht	niht
dar	PAVD	dâr	dâr
zuo	PAVAP	zuo	zuo
;	$_	;	;
dan	AVD	danne	danne
dahte	VVFIN.Ind.Past.Sg.3	dâhte	dènken
weder	KO*	weder	wëder
wip	NA.Neut.Nom.Sg.st	wîp	wîb
noch	KON	noch	noh
man	NA.Masc.Nom.Sg.st	man	mann
dekeiner	DIA.Fem.Gen.Sg.st	decheiner	dehèin
slahte	NA.Fem.Gen.Sg.st	slahte	slahte
undinges	NA.Neut.Gen.Sg.st	undinges	unding
an	PTKVZ	an	ane
.	$_	.	.
	
wan	KO*	wan	wante
si	PPER.Fem.Nom.Sg.3	si	ër
was	VAFIN.Ind.Past.Sg.3	was	wësen
in	APPR	in	in
siner	DPOSA.Fem.Dat.Sg.st	sîner	sîn
pflege	NA.Fem.Dat.Sg.st	pflege	pflëge
alle	DIA.Fem.Akk.Sg.st	alle	all
stunde	NA.Fem.Akk.Sg.st	stunde	stunte
und	KON	und	unte
alle	DIA.*.Akk.Pl.st	alle	all
wege	NA.Masc.Akk.Pl.st	wege	wëg
und	KON	und	unte
lebete	VVFIN.*.Past.Sg.3	lebete	lëben
,	$_	,	,
swie	AVG	swie	swiè
si	PPER.Fem.Nom.Sg.3	si	ër
duhte	VVFIN.*.Past.Sg.3	dûhte	dunken
guot	ADJD.Pos	guot	guot
.	$_	.	.
	
hie	PAVD	hier	hièr
mite	PAVAP	mite	mite
so	AVD	sô	sô
nam	VVFIN.Ind.Past.Sg.3	nam	nëmen
si	PPER.Fem.Nom.Sg.3	si	ër
in	APPR	in	in
ir	DPOSA	ire	ire
muot	NA.Masc,Neut.Akk.Sg.st	muot	muot
und	KON	und	unte
bedahte	VVFIN.Ind.Past.Sg.3	bedâhte	bedènken
allez	DIA.Neut.Akk.Sg.st	allez	all
ir	DPOSA	ire	ire
dinc	NA.Neut.Akk.Sg.st	dinc	ding
:	$_	:	:
sit	KOUS	sît	sîd
nieman	DIA.*.Nom.Sg.st	nieman	nièmannd
ir	DPOSA.Masc.Akk.Sg.*	ire	ire
haelinc	NA.Masc.Akk.Sg.st	hælinc	hæling
unde	KON	unde	unte
ir	DPOSA	ire	ire
trügeliste	NA.Neut.Akk.Sg.st	trügeliste	trügelist
niwan	AVD	niuwan	niuwan
brangaene	NE.Akk.Sg	Brangæne	Brangæne
wiste	VVFIN.*.Past.Sg.3	wiste	wizzen
,	$_	,	,
enwaere	PTKNEG|VAFIN.Subj.Past.Sg.3	en|wære	ne|wësen
si	PPER.Fem.Nom.Sg.3	si	ër
danne	AVD	danne	danne
eine	AVD	eine	èine
,	$_	,	,
so	AVD	sô	sô
dörftes	VMFIN.Ind.Pres.Sg.2|PPER.Neut.Gen.Sg.3	dorft|es	durfen|ër
iemer	AVD	iemer	ièmer
cleine	AVD	kleine	klèine
gesorgen	VVPP	gesorgen	sorgen
umbe	APPR	umbe	umbe
ir	DPOSA.Fem.Akk.Sg.*	ire	ire
ere	NA.Fem.Akk.Sg.st	êre	êre
.	$_	.	.
	
si	PPER.Fem.Nom.Sg.3	si	ër
sorgete	VVFIN.*.Past.Sg.3	sorgete	sorgen
sere	AVD	sêre	sêre
und	KON	und	unte
vorhte	VVFIN.*.Past.Sg.3	vorhte	vürhten
harte	AVD	harte	harte
starke	AVD	starke	starke
,	$_	,	,
brangaene	NE.Dat.Sg	Brangæne	Brangæne
ob	KOUS	ob	obe
si	PPER.Fem.Nom.Sg.3	si	ër
ze	APPR	ze	ze
marke	NE.Dat.Sg	Marke	Marke
dekeine	DIA.Fem.Akk.Sg.st	deceine	dehèin
liebe	NA.Fem.Akk.Sg.st	liebe	lièbe
haete	VAFIN.*.Past.Sg.3	hæte	haben
,	$_	,	,
daz	KOUS	daz	dazz
si	PPER.Fem.Nom.Sg.3	si	ër
im	PPER.Masc.Dat.Sg.3	im	ër
kunt	ADJD.Pos	kunt	kund
taete	VVFIN.Subj.Past.Sg.3	tæte	tuon
ir	DPOSA	ire	ire
laster	NA.Neut.Akk.Sg.st	laster	laster
unde	KON	unde	unte
ir	DPOSA	ire	ire
maere	NA.Fem,Neut.Akk.Sg.st	mære	mære
,	$_	,	,
als	KO*	als	allsô
ez	PPER.Neut.Nom.Sg.3	ez	ër
ergangen	VVPP	ergangen	ergân
waere	VAFIN.Subj.Past.Sg.3	wære	wësen
.	$_	.	.
	
diu	DDART.Fem.Nom.Sg.*	diu	dër
sorchafte	ADJA.Pos.Fem.Nom.Sg.wk	sorchafte	sorgehaft
künigin	NA.Fem.Nom.Sg.*	küninginne	küninginne
diu	DDS.Fem.Nom.Sg.*	diu	dër
tet	VVFIN.*.Past.Sg.3	tet	tuon
an	APPR	an	ane
disen	DDA.*.Dat.Pl.*	disen	dise
dingen	NA.Neut.Dat.Pl.st	dingen	ding
schin	ADJD.Pos	schîn	schîn
,	$_	,	,
daz	KOUS	daz	dazz
man	PI.*.Nom.Sg.st	man	man
laster	NA.Neut.Akk.Sg.st	laster	laster
unde	KON	unde	unte
spot	NA.Masc.Akk.Sg.st	spot	spott
mere	AVD.Comp	mêre	mêre
vürhtet	VVFIN.*.Past.Sg.3	vürhtete	vürhten
danne	KOUS	danne	danne
got	NA.Masc.Akk.Sg.st	got	got
:	$_	:	:
zwene	CARDA.*.Akk.Pl.st	zwêne	zwêne
knehte	NA.Masc.Akk.Pl.st	knehte	knëht
si	PPER.Fem.Nom.Sg.3	si	ër
besande	VVFIN.*.Past.Sg.3	besante	besènten
vremede	ADJD.Pos	vremede	vrèmede
von	APPR	von	von
engelande	NE.Dat.Sg	engellant	Èngellant
;	$_	;	;
die	DDART.*.Akk.Pl.*	die	dër
selben	DDA.*.Akk.Pl.wk	selben	sëlb
hiez	VVFIN.Ind.Past.Sg.3	hiez	hèizen
si	PPER.Fem.Nom.Sg.3	si	ër
beide	KON	beide	bèide
swern	VVINF	swern	swèren
eide	NA.Masc.Akk.Pl.st	eide	èid
und	KON	und	unte
eide	NA.Masc.Akk.Pl.st	eide	èid
,	$_	,	,
triuwe	NA.Fem.Akk.Sg.st	triuwe	triuwe
über	APPR	über	über
triuwe	NA.Fem.Akk.Sg.st	triuwe	triuwe
geben	VVINF	geben	gëben
;	$_	;	;
da	PAVD	dâ	dâr
zuo	PAVAP	zuo	zuo
gebot	VVFIN.Ind.Past.Sg.3	gebôt	gebièten
sin	DPOSA	sîn	sîn
an	APPR	an	ane
ir	DPOSA	ire	ire
leben	NA.Neut.Akk.Sg.st	leben	lëben
,	$_	,	,
swaz	PG.Neut.Akk.Sg.st	swaz	swër
si	PPER.Fem.Nom.Sg.3	si	ër
si	PPER.Fem.Akk.Sg.3	si	ër
hieze	VVFIN.Subj.Past.Sg.3	hieze	hèizen
ane	PTKVZ	ane	ane
gan	VVINF	gân	gân
,	$_	,	,
daz	KOUS	daz	dazz
daz	DDS.Neut.Nom.Sg.*	daz	dër
beidiu	KON	beidiu	bèide
getan	VVPP	getân	tuon
und	KON	und	unte
ouch	AVD	ouch	ouch
verholn	VVPP	verholen	verhëlen
waere	VAFIN.Subj.Past.Sg.3	wære	wësen
.	$_	.	.
	
sus	AVD	sus	sus
seites	VVFIN.*.Past.Sg.2	seites	sagen
in	APPR	in	in
ir	DPOSA	ire	ire
maere	NA.Fem,Neut.Dat.Sg.st	mære	mære
:	$_	:	:
diu	DDART.Fem.Nom.Sg.*	diu	dër
mortraete	NA.Fem.Nom.Sg.*	mortræte	mordræte
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
zuozin	APPR|PPER.*.Dat.Pl.3	zuoze|in	zuoze|ër
:	$_	:	:
<nu	AVD	<unknown>	nû
merket	VVIMP.Pl.2	merket	mèrken
beide	DIS.*.Nom.Pl.st	beide	bèide
minen	DPOSA.Masc.Akk.Sg.st	mînen	mîn
sin	NA.Masc.Akk.Sg.st	sin	sinn
:	$_	:	:
ich	PPER.*.Nom.Sg.1	ich	ich
sende	VVFIN.*.Pres.Sg.1	sende	sènten
eine	DIART.Fem.Akk.Sg.st	eine	èin
maget	NA.Fem.Akk.Sg.st	maget	maged
mit	APPR	mit	mit
iu	PPER.*.Dat.Pl.2	iu	ir
,	$_	,	,
die	DDS.Fem.Akk.Sg.*	die	dër
nemet	VVIMP.Pl.2	nemet	nëmen
und	KON	und	unte
ritet	VVFIN.Ind.Pres.Sg.3	rîtet	rîten
ir	PPER.*.Nom.Pl.2	ir	ir
driu	CARDA.Neut.Nom.Pl.st	driu	drî
heinlichen	ADJA.Pos.*.Akk.Pl.st	heimelîchen	hèimelich
unde	KON	unde	unte
balde	AVD	balde	balde
eteswar	AVD	eteswar	ëtesware
zeinem	APPR|DIART.Masc.Dat.Sg.st	ze|einem	ze|èin
walde	NA.Masc.Dat.Sg.st	walde	wald
,	$_	,	,
er	PPER.Masc.Nom.Sg.3	er	ër
si	VAFIN.Subj.Pres.Sg.3	sî	sîn
verre	AVD	verre	vërre
oder	KON	oder	oder
bi,	$_	bî	bî
der	DRELS.Masc.Nom.Sg	der	dër
iu	PPER.*.Dat.Pl.2	iu	ir
dar	PAVD	dâr	dâr
zuo	PAVAP	zuo	zuo
gevellec	ADJD.Pos	gevellic	gevèllig
si	VAFIN.Subj.Pres.Sg.3	sî	sîn
,	$_	,	,
da	AVD	dâ	dâr
nieman	DIA.*.Nom.Sg.st	nieman	nièmannd
heinliche	NA.Fem.Akk.Sg.st	heimelîche	hèimelîche
habe	VAFIN.Subj.Pres.Sg.3	habe	haben
,	$_	,	,
und	KON	und	unte
slahet	VVFIN.*.Pres.Pl.2	slahet	slahen
ir	PPER.*.Nom.Pl.2	ir	ir
daz	DDART.Neut.Akk.Sg.*	daz	dër
houbet	NA.Neut.Akk.Sg.st	houbet	houbet
abe	PTKVZ	abe	abe
;	$_	;	;
und	KON	und	unte
alle	DIA.Fem.Akk.Sg.st	alle	all
ir	DPOSA	ire	ire
rede	NA.Fem.Akk.Sg.st	rede	rède
die	DDS.Fem.Akk.Sg.*	die	dër
merket	VVFIN.*.Pres.Pl.2	merket	mèrken
ir	PPER.*.Nom.Pl.2	ir	ir
,	$_	,	,
und	KON	und	unte
swaz	PG.Neut.Akk.Sg.st	swaz	swër
si	PPER.Fem.Nom.Sg.3	si	ër
sage	VVFIN.Subj.Pres.Sg.3	sage	sagen
,	$_	,	,
daz	DDS.Neut.Akk.Sg.*	daz	dër
saget	VVIMP.Pl.2	saget	sagen
mir	PPER.*.Dat.Sg.1	mir	ich
.	$_	.	.
	
ir	PPER.*.Nom.Pl.2	ir	ir
zungen	NA.Fem.Nom.Pl.st	zungen	zunge
bringet	VVIMP.Pl.2	bringet	bringen
mir	PPER.*.Dat.Sg.1	mir	ich
her	AVD	her	hëre
dan	AVD	danne	danne
;	$_	;	;
und	KON	und	unte
sit	VAFIN.*.Pres.Pl.2	sît	sîn
ouch	AVD	ouch	ouch
des	DDS.Neut.Gen.Sg.*	des	dër
gewis	ADJD.Pos	gewis	gewiss
dar	PAVD	dâr	dâr
an	PAVAP	an	ane
,	$_	,	,
swie	AVG	swie	swiè
so	PTK	sô	sô
ichz	PPER.*.Nom.Sg.1|PPER.Neut.Akk.Sg.3	ich|ez	ich|ër
in	APPR	in	in
ein	AVD	eine	èine
getrage	VVFIN.*.Pres.Sg.1	getrage	getragen
,	$_	,	,
daz	KOUS	daz	dazz
ich	PPER.*.Nom.Sg.1	ich	ich
iuch	PPER.*.Akk.Pl.2	iuch	ir
morgen	AVD	morgen	morgene
an	APPR	an	ane
dem	DDART.Masc.Dat.Sg.*	dem	dër
tage	NA.Masc.Dat.Sg.st	tage	tag
mit	APPR	mit	mit
rilicher	ADJA.Pos.Fem.Dat.Sg.st	rîchelîcher	rîchelich
sache	NA.Fem.Dat.Sg.st	sache	sache
beide	KON	beide	bèide
ritter	NA.Masc.Akk.Pl.st	ritter	rîtære
mache	VVFIN.*.Pres.Sg.1	mache	machen
und	KON	und	unte
wil	VMFIN.Ind.Pres.Sg.1	wile	wèllen
iu	PPER.*.Dat.Pl.2	iu	ir
lihen	VVINF	lîhen	lîhen
unde	KON	unde	unte
geben	VVINF	geben	gëben
,	$_	,	,
diewile	KOUS	die_wîle	diè_wîle
ich	PPER.*.Nom.Sg.1	ich	ich
iemer	AVD	iemer	ièmer
sol	VMFIN.Ind.Pres.Sg.1	sol	solen
geleben.>	VVINF	geleben	gelëben
diu	DDART.Fem.Nom.Sg.*	diu	dër
rede	NA.Fem.Nom.Sg.*	rede	rède
diu	DDS.Fem.Nom.Sg.*	diu	dër
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
gewisset	VVPP	gewisset	wîsen
da	AVD	dâ	dâr
.	$_	.	.
	
isot	NE.Nom.Sg	Isôte	Isôte
diu	DDS.Fem.Nom.Sg.*	diu	dër
nam	VVFIN.Ind.Past.Sg.3	nam	nëmen
brangaenen	NE.Akk.Sg	Brangæne	Brangæne
sa	AVD	sâr	sâr
:	$_	:	:
<	ADJA.Pos	<	anelich
brangaene>	NE.Nom.Sg	Brangæne	Brangæne
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
si<	PPER.Fem.Nom.Sg.3	si	ër
nim	VVIMP.Sg.2	nim	nëmen
hie	AVD	hier	hièr
war	NA.Fem.Akk.Sg.st	war	ware
:	$_	:	:
bin	VAFIN.Ind.Pres.Sg.1	bin	sîn
ich	PPER.*.Nom.Sg.1	ich	ich
iht	AVD	iht	iht
sere	AVD	sêre	sêre
missevar	ADJD.Pos	missevar	missevarw
?	$_	?	?
	
ine	PPER.*.Nom.Sg.1|PTKNEG	ich|ne	ich|ne
weiz	VVFIN.Ind.Pres.Sg.1	weiz	wizzen
,	$_	,	,
wie	AVW	wie	wiè
mir	PPER.*.Dat.Sg.1	mir	ich
min	DPOSA	mîn	mîn
dinc	NA.Neut.Nom.Sg.st	dinc	ding
ste	VVFIN.Subj.Pres.Sg.3	stê	stân
:	$_	:	:
min	DPOSA	mîn	mîn
houbet	NA.Neut.Nom.Sg.st	houbet	houbet
tuot	VVFIN.Ind.Pres.Sg.3	tuot	tuon
mir	PPER.*.Dat.Sg.1	mir	ich
sere	AVD	sêre	sêre
we	AVD	wê	wê
.	$_	.	.
	
du	PPER.*.Nom.Sg.2	dû	dû
muost	VMFIN.Ind.Pres.Sg.2	muost	müèzen
uns	PPER.*.Akk.Pl.1	uns	wir
wurze	NA.Fem.Akk.Pl.st	wurze	wurze
bringen	VVINF	bringen	bringen
;	$_	;	;
wir	PPER.*.Nom.Pl.1	wir	wir
müezen	VMFIN.*.Pres.Pl.1	müezen	müèzen
disen	DDA.*.Dat.Pl.*	disen	dise
dingen	NA.Neut.Dat.Pl.st	dingen	ding
eteslichen	DIA.Masc.Akk.Sg.st	eteslîchen	ëteslich
rat	NA.Masc.Akk.Sg.st	rât	rât
geben	VVINF	geben	gëben
oder	KON	oder	oder
ez	PPER.Neut.Nom.Sg.3	ez	ër
gat	VVFIN.Ind.Pres.Sg.3	gât	gân
mir	PPER.*.Dat.Sg.1	mir	ich
an	APPR	an	ane
daz	DDART.Neut.Akk.Sg.*	daz	dër
leben.>	NA.Neut.Akk.Sg.st	leben	lëben
diu	DDART.Fem.Nom.Sg.*	diu	dër
getriuwe	ADJA.Pos.Fem.Nom.Sg.wk	getriuwe	getriuwe
brangaene	NE.Nom.Sg	Brangæne	Brangæne
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
:	$_	:	:
<vrouwe	NA.Fem.Nom.Sg.*	vrouwe	vrouwe
,	$_	,	,
iuwer	DPOSA	iuwer	iuwer
ungemach	NA.Neut.Nom.Sg.st	ungemach	ungemach
daz	DDS.Neut.Nom.Sg.*	daz	dër
müet	VVFIN.Ind.Pres.Sg.3	müejet	müèjen
mich	PPER.*.Akk.Sg.1	mich	ich
harte	AVD	harte	harte
sere	AVD	sêre	sêre
.	$_	.	.
	
nun	AVD|PTKNEG	nû|ne	nû|ne
bitet	VVIMP.Pl.2	bitet	biten
ouch	AVD	ouch	ouch
niemere	AVD|AVD.Comp	nie|mêre	niè|mêre
:	$_	:	:
heizet	VVIMP.Pl.2	heizet	hèizen
mich	PPER.*.Akk.Sg.1	mich	ich
wisen	VVINF	wîsen	wîsen
eteswar	AVD	eteswar	ëtesware
,	$_	,	,
da	AVD	dâ	dâr
ich	PPER.*.Nom.Sg.1	ich	ich
eteswaz	AVD	eteswaz	ëteswazz
ervar	VVFIN.*.Pres.Sg.1	ervar	ervaren
,	$_	,	,
daz	KOUS	daz	dazz
ziuwern	APPR|DPOSA.*.Dat.Pl.st	ze|iuwern	ze|iuwer
