ir	PPER.*.Nom.Pl.2	ir	ir
dem	DDART.Neut.Dat.Sg.*	dem	dër
tore	NA.Neut.Dat.Sg.st	tore	tor
getriben	VVPP	getriben	trîben
,	$_	,	,
daz	DDS.Neut.Nom.Sg.*	daz	dër
rou	VVFIN.Ind.Past.Sg.3	rou	riuwen
in	PPER.Masc.Akk.Sg.3	in	ër
zunmâzen	APPR|NA.Fem.Dat.Pl.*	ze|unmâzen	ze|unmâze
.	$_	.	.
	
her	PPER.Masc.Nom.Sg.3	her	ër
wolde	VMFIN.*.Past.Sg.3	wolte	wèllen
in	PPER.Masc.Akk.Sg.3	in	ër
în	PTKVZ	în	în
lâzen	VVINF	lâzen	lâzen
:	$_	:	:
zû	APPR	ze	ze
der	DDART.Fem.Dat.Sg.*	der	dër
porten	NA.Fem.Dat.Sg.st	porten	porte
her	PPER.Masc.Nom.Sg.3	her	ër
sprank	VVFIN.Ind.Past.Sg.3	spranc	springen
,	$_	,	,
manlîch	AVD	manlîche	mannlîche
her	PPER.Masc.Nom.Sg.3	her	ër
dar	PAVD	dâr	dâr
ûz	PAVAP	ûz	ûz
drank	VVFIN.Ind.Past.Sg.3	tranc	trinken
vor	APPR	vore	vore
die	DDART.Fem.Akk.Sg.*	die	dër
porte	NA.Fem.Akk.Sg.st	porte	porte
an	APPR	an	ane
eine	DIART.Fem.Akk.Sg.st	eine	èin
stat	NA.Fem.Akk.Sg.st	stat	stat
.	$_	.	.
	
turnûs	NE.Nom.Sg	Turnus	Turnus
nâch	APPR	nâch	nâh
ime	PPER.Masc.Dat.Sg.3	ime	ër
trat	VVFIN.Ind.Past.Sg.3	trat	trëten
wander	KO*|PPER.Masc.Nom.Sg.3	wande|er	wante|ër
slîbes	NA.Masc.Gen.Sg.st	slîbes	slîb
gerde	VVFIN.*.Past.Sg.3	gerte	gëren
.	$_	.	.
	
mit	APPR	mit	mit
eime	DIART.Neut.Dat.Sg.st	eineme	èin
scharphen	ADJA.Pos.Neut.Dat.Sg.wk	scharpfen	scharpf
swerde	NA.Neut.Dat.Sg.st	swerte	swërt
,	$_	,	,
daz	DDART.Neut.Akk.Sg.*	daz	dër
her	PPER.Masc.Nom.Sg.3	her	ër
trûch	VVFIN.Ind.Past.Sg.3	truoc	tragen
an	APPR	an	ane
sîner	DPOSA.Fem.Dat.Sg.st	sîner	sîn
hant	NA.Fem.Dat.Sg.st	hant	hant
,	$_	,	,
gereichete	VVFIN.*.Past.Sg.3	gereichete	gerèichen
her	PPER.Masc.Nom.Sg.3	her	ër
den	DDART.Masc.Akk.Sg.*	den	dër
wîgant	NA.Masc.Akk.Sg.st	wîgant	wîgant
:	$_	:	:
daz	DDART.Neut.Akk.Sg.*	daz	dër
zesewe	ADJA.Pos.Neut.Akk.Sg.wk	zeswe	zësw
diech	NA.Neut.Akk.Sg.st	diech	dièh
slûch	VVFIN.Ind.Past.Sg.3	sluoc	slahen
her	PPER.Masc.Nom.Sg.3	her	ër
im	PPER.Masc.Dat.Sg.3	im	ër
abe	PTKVZ	abe	abe
,	$_	,	,
daz	KOUS	daz	dazz
her	PPER.Masc.Nom.Sg.3	her	ër
viel	VVFIN.Ind.Past.Sg.3	viel	vallen
in	APPR	in	in
den	DDART.Masc.Akk.Sg.*	den	dër
graben	NA.Masc.Akk.Sg.wk	graben	grabe
,	$_	,	,
sô	AVD	sô	sô
daz	KOUS	daz	dazz
ime	PPER.Masc.Dat.Sg.3	ime	ër
der	DDART.Masc.Nom.Sg.*	der	dër
hals	NA.Masc.Nom.Sg.st	hals	hals
brach	VVFIN.Ind.Past.Sg.3	brach	brëchen
.	$_	.	.
	
sîne	DPOSA.Masc.Akk.Pl.st	sîne	sîn
frunt	NA.Masc.Akk.Pl.st	vriunde	vriunt
her	PPER.Masc.Nom.Sg.3	her	ër
an	APPR	an	ane
im	PPER.Masc.Dat.Sg.3	im	ër
rach	VVFIN.Ind.Past.Sg.3	rach	rëchen
der	DDART.Masc.Nom.Sg.*	der	dër
herzoge	NA.Masc.Nom.Sg.*	herzoge	hèrezoge
turnûs	NE.Nom.Sg	Turnus	Turnus
.	$_	.	.
	
die	DDART.Fem.Akk.Sg.*	die	dër
wîle	NA.Fem.Akk.Sg.st	wîle	wîle
hete	VAFIN.*.Past.Sg.3	hæte	haben
pandarûs	NE.Nom.Sg	Pandarus	Pandarus
tôtwunden	ADJD.Pos	tôtwunden	tôdwunt
enphangen	VVPP	entvangen	entvâhen
.	$_	.	.
	
dô	AVD	dô	dô
was	VAFIN.Ind.Past.Sg.3	was	wësen
der	DDART.Masc.Nom.Sg.*	der	dër
storm	NA.Masc.Nom.Sg.st	sturm	sturm
ergangen	VVPP	ergangen	ergân
.	$_	.	.
	
der	DDART.*.Gen.Pl.*	der	dër
mûden	ADJA.Pos.*.Gen.Pl.wk	müeden	müède
troiâre	NA.Masc.Nom.Pl.st	Trôjære	Trôjære
,	$_	,	,
ichn	PPER.*.Nom.Sg.1|PTKNEG	ich|ne	ich|ne
weiz	VVFIN.Ind.Pres.Sg.1	weiz	wizzen
wie	AVW	wie	wiè
vil	NA.Neut.Nom.Sg.st	vile	vile
der	DDS.*.Gen.Pl.*	der	dër
wâre	VAFIN.Subj.Past.Sg.3	wære	wësen
,	$_	,	,
die	DRELS.*.Nom.Pl	die	dër
dâ	PAVD	dâ	dâr
ûze	PAVAP	ûze	ûze
wârn	VAFIN.Ind.Past.Pl.3	wârn	wësen
genesen	VVPP	genesen	genësen
,	$_	,	,
die	DDS.Masc.Nom.Pl.*	die	dër
mûsten	VMFIN.*.Past.Pl.3	muosten	müèzen
wole	AVD	wole	wole
frô	ADJD.Pos	vrô	vrô
wesen	VAINF	wesen	wësen
,	$_	,	,
do	KOUS	dô	dô
si	PPER.*.Nom.Pl.3	si	ër
in	APPR	in	in
die	DDART.Fem.Akk.Sg.*	die	dër
borch	NA.Fem.Akk.Sg.st	burc	burg
quâmen	VVFIN.Ind.Past.Pl.3	quâmen	komen
wider	AVD	wider	widere
.	$_	.	.
	
turnûs	NE.Nom.Sg	Turnus	Turnus
gienk	VVFIN.Ind.Past.Sg.3	gienc	gân
dô	AVD	dô	dô
hin	AVD	hin	hine
nider	AVD	nider	nidere
,	$_	,	,
her	PPER.Masc.Nom.Sg.3	her	ër
quam	VVFIN.Ind.Past.Sg.3	quam	komen
kûme	AVD	kûme	kûme
danne	AVD	danne	danne
.	$_	.	.
	
dô	AVD	dô	dô
heter	VAFIN.*.Past.Sg.3|PPER.Masc.Nom.Sg.3	hæte|er	haben|ër
sîner	DPOSA.*.Gen.Pl.st	sîner	sîn
manne	NA.Masc.Gen.Pl.st	manne	mann
tôt	NA.Masc.Akk.Sg.st	tôt	tôd
dâ	AVD	dâ	dâr
gelâzen	VVPP	gelâzen	lâzen
vile	NA.Neut.Akk.Sg.st	vile	vile
ûz	APPR	ûz	ûz
der	DDART.Fem.Dat.Sg.*	der	dër
mâzen	NA.Fem.Dat.Sg.st	mâzen	mâze
,	$_	,	,
die	DDS.*.Nom.Pl.*	die	dër
ruwen	VVFIN.*.Past.Pl.3	rûwen	riuwen
in	PPER.Masc.Akk.Sg.3	in	ër
vil	AVD	vile	vile
sêre	AVD	sêre	sêre
.	$_	.	.
	
zweinzich	CARDA.Neut.Nom.Pl.*	zweinzic	zwèinzig
hundert	ADJS.Pos.Neut.Nom.Pl.*	hundert	hundert
was	VAFIN.Ind.Past.Sg.3	was	wësen
ir	PPER.*.Gen.Pl.3	ir	ër
mêre	AVD.Comp	mêre	mêre
danne	KOUS	danne	danne
der	DDART.Masc.Nom.Sg.*	der	dër
borgâre	NA.Masc.Nom.Sg.st	burgære	burgere
dâ	AVD	dâ	dâr
erslagen	VVPP	erslagen	erslahen
wâre	VAFIN.Subj.Past.Sg.3	wære	wësen
,	$_	,	,
want	KO*	want	wante
daz	DDART.Neut.Nom.Sg.*	daz	dër
unreht	NA.Neut.Nom.Sg.st	unreht	unrëht
was	VAFIN.Ind.Past.Sg.3	was	wësen
sîn	DPOSA	sîn	sîn
,	$_	,	,
daz	DDS.Neut.Nom.Sg.*	daz	dër
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
im	PPER.Masc.Dat.Sg.3	im	ër
dicke	AVD	dicke	dicke
wole	AVD	wole	wole
schîn	ADJD.Pos	schîn	schîn
.	$_	.	.
	
dô	AVD	dô	dô
kêrde	VVFIN.*.Past.Sg.3	kêrte	kêren
hêre	NA.Masc.Nom.Sg.*	hêrre	hêrre
turnûs	NE.Nom.Sg	Turnus	Turnus
mit	APPR	mit	mit
dem	DDART.Neut.Dat.Sg.*	dem	dër
here	NA.Neut.Dat.Sg.st	here	hère
von	APPR	von	von
dem	DDART.Neut.Dat.Sg.*	dem	dër
hûs	NA.Neut.Dat.Sg.st	hûse	hûs
,	$_	,	,
ze	APPR	ze	ze
den	DDART.*.Dat.Pl.*	den	dër
herbergen	NA.Fem.Dat.Pl.*	herbergen	hèrebërge
her	PPER.Masc.Nom.Sg.3	her	ër
reit	VVFIN.Ind.Past.Sg.3	reit	rîten
.	$_	.	.
	
her	PPER.Masc.Nom.Sg.3	her	ër
hete	VAFIN.*.Past.Sg.3	hæte	haben
michel	ADJA.Pos	michel	michel
arbeit	NA.Fem,Neut.Akk.Sg.st	arbeit	arbèit
erliden	VVPP	erliten	erlîden
unde	KON	unde	unte
grôze	ADJA.Pos.Fem.Akk.Sg.st	grôze	grôz
nôt	NA.Fem.Akk.Sg.st	nôt	nôt
.	$_	.	.
	
sîm	DPOSA.Masc.Dat.Sg.st	sîneme	sîn
marschalke	NA.Masc.Dat.Sg.st	marschalke	marschalk
her	PPER.Masc.Nom.Sg.3	her	ër
gebôt	VVFIN.Ind.Past.Sg.3	gebôt	gebièten
unde	KON	unde	unte
hiez	VVFIN.Ind.Past.Sg.3	hiez	hèizen
gebieten	VVINF	gebieten	gebièten
,	$_	,	,
daz	KOUS	daz	dazz
si	PPER.*.Nom.Pl.3	si	ër
daz	DDS.Neut.Akk.Sg.*	daz	dër
berieten	VVFIN.*.Past.Pl.3	berieten	berâten
unde	KON	unde	unte
holfen	VVFIN.*.Past.Pl.3	hulfen	hëlfen
ahten	VVINF	ahten	ahten
umb	APPR	umbe	umbe
die	DDART.Fem.Akk.Sg.*	die	dër
schiltwahte	NA.Fem.Akk.Sg.st	schiltwahte	schiltwahte
.	$_	.	.
	
her	PPER.Masc.Nom.Sg.3	her	ër
hiez	VVFIN.Ind.Past.Sg.3	hiez	hèizen
siz	PRF.Akk.*.*|PPER.Neut.Akk.Sg.3	sich|ez	sich|ër
alsô	AVD	alsô	allsô
ane	PTKVZ	ane	ane
vân	VVINF	vâhen	vâhen
,	$_	,	,
daz	KOUS	daz	dazz
ez	PPER.Neut.Nom.Sg.3	ez	ër
worde	VAFIN.Subj.Past.Sg.3	würde	wërden
baz	AVD.Comp	baz	bazz
getân	VVPP	getân	tuon
dan	KOKOM	danne	danne
des	DDART.Masc.Gen.Sg.*	des	dër
nahtes	NA.Masc.Gen.Sg.st	nahtes	naht
dâ	AVD	dâ	dâr
bevoren	AVD	bevorn	bevorne
.	$_	.	.
	
her	PPER.Masc.Nom.Sg.3	her	ër
hete	VAFIN.*.Past.Sg.3	hæte	haben
gerne	AVD	gerne	gërne
sînen	DPOSA.Masc.Akk.Sg.st	sînen	sîn
zoren	NA.Masc.Akk.Sg.st	zorn	zorn
uber	APPR	über	über
die	DDART.Fem.Akk.Sg.*	die	dër
borch	NA.Fem.Akk.Sg.st	burc	burg
gerochen	VVPP	gerochen	rëchen
,	$_	,	,
dô	AVD	dô	dô
herz	PPER.Masc.Nom.Sg.3|PPER.Neut.Akk.Sg.3	her|ez	ër|ër
hete	VAFIN.*.Past.Sg.3	hæte	haben
gesprochen	VVPP	gesprochen	sprëchen
.	$_	.	.
	
zû	APPR	ze	ze
sînen	DPOSA.*.Dat.Pl.st	sînen	sîn
frunden	NA.Masc.Dat.Pl.st	vriunden	vriunt
her	PPER.Masc.Nom.Sg.3	her	ër
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
,	$_	,	,
daz	KOUS	daz	dazz
si	PPER.*.Nom.Pl.3	si	ër
schûfen	VVFIN.*.Past.Pl.3	schuofen	schèpfen
ir	DPOSA	ire	ire
gemach	NA.Neut.Akk.Sg.st	gemach	gemach
unde	KON	unde	unte
rûweten	VVFIN.*.Past.Pl.3	ruoweten	ruowen
die	DDART.Fem.Akk.Sg.*	die	dër
naht	NA.Fem.Akk.Sg.st	naht	naht
.	$_	.	.
	
des	DDS.Neut.Gen.Sg.*	des	dër
wâren	VAFIN.Ind.Past.Pl.3	wâren	wësen
sie	PPER.*.Nom.Pl.3	sie	ër
wol	AVD	wole	wole
bedaht	VVPP	bedâht	bedènken
unde	KON	unde	unte
wol	AVD	wole	wole
berâten	VVPP	berâten	berâten
,	$_	,	,
daz	KOUS	daz	dazz
si	PPER.*.Nom.Pl.3	si	ër
daz	DDS.Neut.Akk.Sg.*	daz	dër
gerne	AVD	gerne	gërne
tâten	VVFIN.Ind.Past.Pl.3	tâten	tuon
.	$_	.	.
	
des	DDART.Masc.Gen.Sg.*	des	dër
morgens	NA.Masc.Gen.Sg.st	morgenes	morgen
vile	AVD	vile	vile
frû	AVD	vruo	vruo
der	DDART.Masc.Nom.Sg.*	der	dër
borch	NA.Masc.Nom.Sg.st	borc	borg
kêrde	VVFIN.*.Past.Sg.3	kêrte	kêren
aber	AVD	aber	aber
zû	APPR	ze	ze
turnûs	NE.Dat.Sg	Turnus	Turnus
mit	APPR	mit	mit
allem	DIA.Neut.Dat.Sg.st	allem	all
deme	DDART.Neut.Dat.Sg.*	deme	dër
here	NA.Neut.Dat.Sg.st	here	hère
.	$_	.	.
	
dô	AVD	dô	dô
sazten	VVFIN.*.Past.Pl.3	satzten	sètzen
sich	PRF.Akk.*.*	sich	sich
ze	APPR	ze	ze
were	NA.Fem.Dat.Sg.st	were	wère
die	DDART.*.Nom.Pl.*	die	dër
troiâre	NA.Masc.Nom.Pl.st	Trôjære	Trôjære
alse	KO*	alse	allsô
in	PPER.*.Dat.Pl.3	in	ër
nôt	NA.Fem.Nom.Sg.st	nôt	nôt
was	VAFIN.Ind.Past.Sg.3	was	wësen
.	$_	.	.
	
do	AVD	dô	dô
gesâgen	VVFIN.Ind.Past.Pl.3	gesâgen	gesëhen
sie	PPER.*.Nom.Pl.3	sie	ër
wâ	AVW	wâ	wâr
ênêas	NE.Nom.Sg	Eneas	Eneas
mit	APPR	mit	mit
den	DDART.*.Dat.Pl.*	den	dër
schiffen	NA.Neut.Dat.Pl.st	schiffen	schiff
zû	PTKVZ	zuo	zuo
quam	VVFIN.Ind.Past.Sg.3	quam	komen
,	$_	,	,
der	DRELS.Masc.Nom.Sg	der	dër
manegen	DIA.Masc.Akk.Sg.st	manigen	manig
helt	NA.Masc.Akk.Sg.st	helt	hèled
lussam	ADJN	lustsam	lustsam
mit	APPR	mit	mit
ime	PPER.Masc.Dat.Sg.3	ime	ër
dare	AVD	dare	dare
brahte	VVFIN.Ind.Past.Sg.3	brâhte	bringen
,	$_	,	,
des	DRELS.Masc.Gen.Sg	des	dër
turnûs	NE.Nom.Sg	Turnus	Turnus
niht	NA.Neut.Akk.Sg.st	niht	niht
gedahte	VVFIN.Ind.Past.Sg.3	gedâhte	gedènken
.	$_	.	.
	
hern	PPER.Masc.Nom.Sg.3|PTKNEG	her|ne	ër|ne
wiste	VVFIN.*.Past.Sg.3	wiste	wizzen
niht	PTKNEG	niht	niht
darumbe	PAVD|PAVAP	dâr|umbe	dâr|umbe
,	$_	,	,
niwan	KOKOM	niuwan	niuwan
daz	KOUS	daz	dazz
die	DDART.*.Nom.Pl.*	die	dër
tumbe	ADJA.Pos.*.Nom.Pl.st	tumbe	tumb
,	$_	,	,
die	DRELS.*.Nom.Pl	die	dër
ûf	APPR	ûf	ûf
der	DDART.Fem.Dat.Sg.*	der	dër
borge	NA.Fem.Dat.Sg.st	borge	burg
lâgen	VVFIN.Ind.Past.Pl.3	lâgen	ligen
,	$_	,	,
und	KON	und	unte
si'n	VVINF	sien	sëhen
komen	VVINF	komen	komen
sâgen	VVINF	sagen	sagen
,	$_	,	,
vor	APPR	vore	vore
froweden	NA.Fem.Dat.Pl.*	vröuweden	vröuwede
sie	PPER.*.Nom.Pl.3	sie	ër
sprungen	VVFIN.*.Past.Pl.3	sprungen	springen
,	$_	,	,
si	PPER.*.Nom.Pl.3	si	ër
bliesen	VVFIN.*.Past.Pl.3	bliesen	blâsen
unde	KON	unde	unte
sungen	VVFIN.*.Past.Pl.3	sungen	singen
.	$_	.	.
	
dô	AVD	dô	dô
gemarkte	VVFIN.*.Past.Sg.3	gemarkte	gemèrken
ez	PPER.Neut.Akk.Sg.3	ez	ër
messâpûs	NE.Nom.Sg	Messapus	Messapus
und	KON	und	unte
der	DDART.Masc.Nom.Sg.*	der	dër
helt	NA.Masc.Nom.Sg.st	helt	hèled
turnûs	NE.Nom.Sg	Turnus	Turnus
.	$_	.	.
	
do	KOUS	dô	dô
er	PPER.Masc.Nom.Sg.3	er	ër
der	DDART.*.Gen.Pl.*	der	dër
schiffe	NA.Neut.Gen.Pl.st	schiffe	schiff
geware	ADJD.Pos	geware	geware
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
,	$_	,	,
dô	AVD	dô	dô
heter	VAFIN.*.Past.Sg.3|PPER.Masc.Nom.Sg.3	hæte|er	haben|ër
in	PPER.*.Dat.Pl.3	in	ër
die	DDART.Fem.Akk.Sg.*	die	dër
zûvart	NA.Fem.Akk.Sg.st	zuovart	zuovart
harde	AVD	harte	harte
gerne	AVD	gerne	gërne
benomen	VVPP	benomen	benëmen
:	$_	:	:
dô	AVD	dô	dô
wâren	VAFIN.Ind.Past.Pl.3	wâren	wësen
sie	PPER.*.Nom.Pl.3	sie	ër
ze	APPR	ze	ze
rosse	NA.Neut.Dat.Sg.st	rosse	ross
komen	VVPP	komen	komen
ûz	APPR	ûz	ûz
den	DDART.*.Dat.Pl.*	den	dër
schiffen	NA.Neut.Dat.Pl.st	schiffen	schiff
an	APPR	an	ane
daz	DDART.Neut.Akk.Sg.*	daz	dër
lant	NA.Neut.Akk.Sg.st	lant	lant
.	$_	.	.
	
ênêas	NE.Nom.Sg	Eneas	Eneas
der	DDART.Masc.Nom.Sg.*	der	dër
wîgant	NA.Masc.Nom.Sg.st	wîgant	wîgant
wol	AVD	wole	wole
gewâfent	VVPP	gewâfenet	wâfenen
her	PPER.Masc.Nom.Sg.3	her	ër
was	VAFIN.Ind.Past.Sg.3	was	wësen
,	$_	,	,
und	KON	und	unte
der	DDART.Masc.Nom.Sg.*	der	dër
junge	ADJA.Pos.Masc.Nom.Sg.wk	junge	jung
pallas	NE.Nom.Sg	Pallas	Pallas
,	$_	,	,
der	DDART.Masc.Nom.Sg.*	der	dër
kunich	NA.Masc.Nom.Sg.st	küninc	küning
êvanders	NE.Gen.Sg	Evanders	Evander
sun	NA.Masc.Nom.Sg.st	sun	sun
.	$_	.	.
	
der	DDS.Masc.Nom.Sg.*	der	dër
wolde	VMFIN.*.Past.Sg.3	wolte	wèllen
ritterschaft	NA.Fem.Akk.Sg.st	ritterschaft	rîtæreschaft
dâ	AVD	dâ	dâr
tûn	VVINF	tuon	tuon
,	$_	,	,
der	DDART.Masc.Nom.Sg.*	der	dër
lussame	ADJA.Pos.Masc.Nom.Sg.wk	lustsame	lustsam
jungelink	NA.Masc.Nom.Sg.st	jungelinc	jungeling
,	$_	,	,
der	DRELS.Masc.Nom.Sg	der	dër
des	DDART.Masc.Gen.Sg.*	des	dër
tages	NA.Masc.Gen.Sg.st	tages	tag
sîn	DPOSA.Neut.Akk.Sg.*	sîn	sîn
dink	NA.Neut.Akk.Sg.st	dinc	ding
vil	AVD	vile	vile
manlîch	AVD	manlîche	mannlîche
dâ	PAVD	dâ	dâr
ane	PAVAP	ane	ane
vienk	VVFIN.Ind.Past.Sg.3	vienc	vâhen
,	$_	,	,
diewîle	KOUS	die_wîle	diè_wîle
sîn	DPOSA.Neut.Nom.Sg.*	sîn	sîn
heil	NA.Neut.Nom.Sg.st	heil	hèil
vore	PTKVZ	vore	vore
gienk	VVFIN.Ind.Past.Sg.3	gienc	gân
.	$_	.	.
	
dô	AVD	dô	dô
was	VAFIN.Ind.Past.Sg.3	was	wësen
erlûhtet	VVPP	erliuhtet	erliuhten
der	DDART.Masc.Nom.Sg.*	der	dër
tach	NA.Masc.Nom.Sg.st	tac	tag
.	$_	.	.
	
der	DDART.Masc.Nom.Sg.*	der	dër
hêre	ADJA.Pos.Masc.Nom.Sg.wk	hêre	hêre
turnûs	NE.Nom.Sg	Turnus	Turnus
ersach	VVFIN.Ind.Past.Sg.3	ersach	ersëhen
,	$_	,	,
daz	KOUS	daz	dazz
si	PPER.*.Nom.Pl.3	si	ër
ze	APPR	ze	ze
rosse	NA.Neut.Dat.Sg.st	rosse	ross
wâren	VAFIN.Ind.Past.Pl.3	wâren	wësen
komen	VVPP	komen	komen
.	$_	.	.
	
driu	CARDA.Neut.Akk.Pl.st	driu	drî
tûsent	ADJS.Pos.Neut.Akk.Pl.*	tûsent	tûsent
ritter	NA.Masc.Gen.Pl.st	ritter	rîtære
heter	VAFIN.Ind.Past.Sg.3|PPER.Masc.Nom.Sg.3	hæte|er	haben|ër
genomen	VVPP	genomen	nëmen
,	$_	,	,
geteilet	VVPP	geteilet	tèilen
in	APPR	in	in
drî	CARDA.*.Akk.Pl.st	drî	drî
schare	NA.Fem.Akk.Pl.st	schare	schare
.	$_	.	.
	
dô	AVD	dô	dô
gesach	VVFIN.Ind.Past.Sg.3	gesach	gesëhen
si	PPER.Fem.Nom.Sg.3	si	ër
varen	VVINF	varen	varen
dare	AVD	dare	dare
der	DDART.*.Gen.Pl.*	der	dër
troiâre	NA.Masc.Gen.Pl.st	Trôjære	Trôjære
ênêas	NE.Nom.Sg	Eneas	Eneas
und	KON	und	unte
der	DDART.Masc.Nom.Sg.*	der	dër
junge	ADJA.Pos.Masc.Nom.Sg.wk	junge	jung
pallas	NE.Nom.Sg	Pallas	Pallas
unde	KON	unde	unte
sîn	DPOSA.Fem.Nom.Sg.*	sîn	sîn
geselleschaft	NA.Fem.Nom.Sg.st	geselleschaft	gesèlleschaft
,	$_	,	,
die	DDART.Fem.Akk.Sg.*	die	dër
vil	AVD	vile	vile
schône	ADJA.Pos.Fem.Akk.Sg.st	schoene	schoène
ritterschaft	NA.Fem.Akk.Sg.st	ritterschaft	rîtæreschaft
frôlîche	AVD	vroelîche	vroèlîche
dâ	AVD	dâ	dâr
begunden	VVFIN.*.Past.Pl.3	begunden	beginnen
.	$_	.	.
	
si	PPER.*.Nom.Pl.3	si	ër
heten	VAFIN.*.Past.Pl.3	hæten	haben
angebunden	PTKVZ|VVPP	an|gebunden	ane|binten
manech	DIA.Neut.Akk.Sg.*	manic	manig
zeichen	NA.Neut.Akk.Sg.st	zeichen	zèichen
unde	KON	unde	unte
van	NA.Masc.Akk.Sg.*	vanen	vane
.	$_	.	.
	
turnûs	NE.Nom.Sg	Turnus	Turnus
der	DDS.Masc.Nom.Sg.*	der	dër
randes	NA.Masc.Gen.Sg.st	randes	rant
an,	$_	an	<unknown>
der	DDART.Masc.Nom.Sg.*	der	dër
genendige	ADJA.Pos.Masc.Nom.Sg.wk	genendige	genèndig
wîgant	NA.Masc.Nom.Sg.st	wîgant	wîgant
.	$_	.	.
	
ein	DIART.Neut.Akk.Sg.*	ein	èin
zeichen	NA.Neut.Akk.Sg.st	zeichen	zèichen
fûrder	AVD	vürder	vürder
an	APPR	an	ane
der	DDART.Fem.Dat.Sg.*	der	dër
hant	NA.Fem.Dat.Sg.st	hant	hant
,	$_	,	,
daz	DDS.Neut.Nom.Sg.*	daz	dër
was	VAFIN.Ind.Past.Sg.3	was	wësen
gele	ADJD.Pos	gele	gëll
unde	KON	unde	unte
rôt	ADJD.Pos	rôt	rôt
.	$_	.	.
	
des	DDS.Neut.Gen.Sg.*	des	dër
ne	PTKNEG	ne	ne
wâre	VAFIN.Subj.Past.Sg.3	wære	wësen
dehein	DIA	dechein	dehèin
nôt	NA.Fem.Nom.Sg.st	nôt	nôt
,	$_	,	,
daz	KOUS	daz	dazz
her	PPER.Masc.Nom.Sg.3	her	ër
iht	AVD	iht	iht
kûner	ADJD.Pos	küener	küène
wâre	VAFIN.Subj.Past.Sg.3	wære	wësen
.	$_	.	.
	
ouch	KO*	ouch	ouch
hete	VAFIN.*.Past.Sg.3	hæte	haben
der	DDART.Masc.Nom.Sg.*	der	dër
helt	NA.Masc.Nom.Sg.st	helt	hèled
mâre	ADJN	mære	mære
einen	DIART.Masc.Akk.Sg.st	einen	èin
wâfenrok	NA.Masc.Akk.Sg.st	wâfenroc	wâfenrock
ane	PTKVZ	ane	ane
alsô	AVD	alsô	allsô
getân	VVPP	getân	tuon
als	KO*	als	allsô
sîn	DPOSA	sîn	sîn
vane	NA.Masc.Nom.Sg.*	vane	vane
rôt	ADJD.Pos	rôt	rôt
unde	KON	unde	unte
gel	ADJD.Pos	gel	gëlw
samît	NA.Masc.Nom.Sg.st	samît	samît
,	$_	,	,
und	KON	und	unte
saz	VVFIN.Ind.Past.Sg.3	saz	sitzen
ûf	APPR	ûf	ûf
ein	DIART	ein	èin
râvît	NA.Neut.Akk.Sg.st	râvît	râvît
,	$_	,	,
daz	DDS.Neut.Nom.Sg.*	daz	dër
harde	AVD	harte	harte
lief	VVFIN.Ind.Past.Sg.3	lief	loufen
unde	KON	unde	unte
sprank	VVFIN.Ind.Past.Sg.3	spranc	springen
.	$_	.	.
	
ûz	APPR	ûz	ûz
der	DDART.Fem.Dat.Sg.*	der	dër
schar	NA.Fem.Dat.Sg.st	schar	schare
her	PPER.Masc.Nom.Sg.3	her	ër
vore	PTKVZ	vore	vore
drank	VVFIN.Ind.Past.Sg.3	tranc	trinken
sînen	DPOSA.*.Dat.Pl.st	sînen	sîn
ritteren	NA.Masc.Dat.Pl.st	ritteren	rîtære
bevoren	AVD	bevorn	bevorne
.	$_	.	.
	
daz	DDART.Neut.Akk.Sg.*	daz	dër
ros	NA.Neut.Akk.Sg.st	ros	ross
rûrder	VVFIN.Ind.Past.Sg.3|PPER.Masc.Nom.Sg.3	ruorte|er	rüèren|ër
mit	APPR	mit	mit
den	DDART.*.Dat.Pl.*	den	dër
sporen	NA.Neut.Dat.Pl.st	sporen	spor
.	$_	.	.
	
daz	DDS.Neut.Akk.Sg.*	daz	dër
sach	VVFIN.Ind.Past.Sg.3	sach	sëhen
der	DDART.Masc.Nom.Sg.*	der	dër
junge	ADJA.Pos.Masc.Nom.Sg.wk	junge	jung
pallas	NE.Nom.Sg	Pallas	Pallas
.	$_	.	.
	
wol	AVD	wole	wole
gewâfent	VVPP	gewâfenet	wâfenen
her	PPER.Masc.Nom.Sg.3	her	ër
was	VAFIN.Ind.Past.Sg.3	was	wësen
,	$_	,	,
sô	AVD	sô	sô
nie	AVD	nie	niè
dehein	DIA.Masc.Nom.Sg.*	dechein	dehèin
kunich	NA.Masc.Nom.Sg.st	küninc	küning
baz	AVD.Comp	baz	bazz
.	$_	.	.
	
ûf	APPR	ûf	ûf
ein	DIART.Neut.Akk.Sg.*	ein	èin
kastelân	NA.Neut.Akk.Sg.st	kastelân	kastelân
her	PPER.Masc.Nom.Sg.3	her	ër
saz	VVFIN.Ind.Past.Sg.3	saz	sitzen
,	$_	,	,
daz	DDS.Neut.Akk.Sg.*	daz	dër
sînem	DPOSA.Masc.Dat.Sg.st	sînem	sîn
vater	NA.Masc.Dat.Sg.st	vater	vater
sande	VVFIN.*.Past.Sg.3	sante	sènten
ûz	APPR	ûz	ûz
einem	DIART.Neut.Dat.Sg.st	einem	èin
