swer	PG.Masc.Nom.Sg.st	swer	swër
libe	NA.Masc.Dat.Sg.st	lîbe	lîb
tete	VVFIN.Subj.Past.Sg.3	tæte	tuon
mines	DPOSA.Neut.Gen.Sg.st	mînes	mîn
riches	NA.Neut.Gen.Sg.st	rîches	rîche
er	PPER.Masc.Nom.Sg.3	er	ër
hete	VAFIN.*.Past.Sg.3	hæte	haben
also	AVD	alsô	allsô
vil	NA.Neut.Akk.Sg.st	vile	vile
so	KO*	sô	sô
er	PPER.Masc.Nom.Sg.3	er	ër
wolde	VMFIN.*.Past.Sg.3	wolte	wèllen
von	APPR	von	von
silber	NA.Neut.Dat.Sg.st	silber	silber
und	KON	und	unte
von	APPR	von	von
golde	NA.Neut.Dat.Sg.st	golde	gold
muste	VMFIN.*.Past.Sg.3	muoste	müèzen
er	PPER.Masc.Nom.Sg.3	er	ër
immer	AVD	iemer	ièmer
riche	ADJD.Pos	rîche	rîche
sin	VAINF	sîn	sîn
kune	ADJA.Pos	küene	küène
helde	NA.Masc.Nom.Pl.st	helde	hèled
lazzet	VVPP	gelæzet	lazzen
schin	ADJD.Pos	schîn	schîn
werde	VAINF	werden	wërden
.	$_	.	.
	
ob	KOUS	ob	obe
er	PPER.Masc.Nom.Sg.3	er	ër
uch	PPER.*.Akk.Pl.2	iuch	ir
ruwe	VVFIN.Subj.Pres.Sg.3	ruowe	riuwen
so	AVD	sô	sô
leistet	VVIMP.Pl.2	leistet	lèisten
im	PPER.Masc.Dat.Sg.3	im	ër
truwe	NA.Fem.Akk.Sg.st	triuwe	triuwe
des	DDS.Neut.Gen.Sg.*	des	dër
sol	VMFIN.Ind.Pres.Sg.3	sol	solen
doch	AVD	doch	doh
werden	VAINF	werden	wërden
gut	ADJA.Pos	guot	guot
rat	NA.Masc.Nom.Sg.st	rât	rât
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
daz	KOUS	daz	dazz
ir	PPER.*.Nom.Pl.2	ir	ir
truwe	NA.Fem.Akk.Sg.st	triuwe	triuwe
hat	VAFIN.*.Pres.Pl.2	hât	haben
also	AVD	alsô	allsô
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
hector	NE.Nom.Sg	Hector	Hector
belegen	VVPP	belegen	beligen
hie	AVD	hier	hièr
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
so	AVD	sô	sô
manic	DIA	manic	manig
gut	ADJA.Pos	guot	guot
degen	NA.Masc.Nom.Sg.st	degen	dëgen
wir	PPER.*.Nom.Pl.1	wir	wir
suln	VMFIN.*.Pres.Pl.1	sulen	solen
uns	PRF.Akk.Pl.st	uns	wir
harte	AVD	harte	harte
wol	AVD	wole	wole
erweren	VVINF	erweren	erwèren
un	KON	unte	unte
unser	DPOSA.Neut.Akk.Sg.st	unser	unser
lant	NA.Neut.Akk.Sg.st	lant	lant
wol	AVD	wole	wole
generen	VVINF	generen	genèren
un	KON	unte	unte
die	DDART.*.Akk.Pl.*	die	dër
festen	NA.Fem.Akk.Pl.st	vesten	vèste
dar	PAVD	dâr	dâr
mite	PAVAP	mite	mite
tut	VVFIN.Ind.Pres.Sg.3	tuot	tuon
ot	AVD	ot	ëht
des	DRELS.Neut.Gen.Sg	des	dër
ich	PPER.*.Nom.Sg.1	ich	ich
uch	PPER.*.Akk.Pl.2	iuch	ir
bite	VVFIN.*.Pres.Sg.1	bite	biten
die	DDART.Fem.Akk.Sg.*	die	dër
rede	NA.Fem.Akk.Sg.st	rede	rède
in	PPER.*.Dat.Pl.3	in	ër
wol	AVD	wole	wole
gehaugete	VVFIN.*.Past.Sg.3	gehagete	gehagen
ir	PPER.*.Gen.Pl.3	ir	ër
iegelich	DIS.Masc.Nom.Sg.*	iegelich	iègelich
sagete	VVFIN.*.Past.Sg.3	sagete	sagen
wie	AVW	wie	wiè
gerne	AVD	gerne	gërne
er	PPER.Masc.Nom.Sg.3	er	ër
tete	VVFIN.Subj.Past.Sg.3	tæte	tuon
swes	PG.Neut.Gen.Sg.st	swes	swër
er	PPER.Masc.Nom.Sg.3	er	ër
sie	PPER.*.Akk.Pl.3	sie	ër
bete	VVFIN.Subj.Past.Sg.3	bæte	biten
beide	KON	beide	bèide
in	APPR	in	in
ernste	NA.Masc.Dat.Sg.st	erneste	ërnest
un	KON	unte	unte
in	APPR	in	in
spot	NA.Masc.Dat.Sg.st	spotte	spott
wolden	VMFIN.*.Past.Pl.3	wolten	wèllen
sie	PPER.*.Nom.Pl.3	sie	ër
sin	DPOSA	sîn	sîn
gebot	NA.Neut.Akk.Sg.st	gebot	gebot
tun	VVINF	tuon	tuon
und	KON	und	unte
leisten	VVINF	leisten	lèisten
zum	APPR|DDART.Neut.Dat.Sg.*	zuo|dem	ze|dër
minsten	ADJA.Sup.Neut.Dat.Sg.wk	minnesten	minnest
unzum	APPR|DDART.Neut.Dat.Sg.*	unz|dem	unze|dër
meisten	ADJA.Sup.Neut.Dat.Sg.wk	meisten	mèist
do	KOUS	dô	dô
der	DDART.Masc.Nom.Sg.*	der	dër
tac	NA.Masc.Nom.Sg.st	tac	tag
uf	PTKVZ	ûf	ûf
ginc	VVFIN.Ind.Past.Sg.3	gienc	gân
un	KON	unte	unte
die	DDART.Fem.Nom.Sg.*	die	dër
werlt	NA.Fem.Nom.Sg.st	werlt	wërelt
die	DDART.*.Akk.Pl.*	die	dër
licht	NA.Neut.Akk.Pl.st	lieht	lièht
enphinc	VVFIN.Ind.Past.Sg.3	entvienc	entvâhen
von	APPR	von	von
der	DDART.Fem.Dat.Sg.*	der	dër
claren	ADJA.Pos.Fem.Dat.Sg.wk	klâren	klâr
sunnen	NA.Fem.Dat.Sg.*	sunnen	sunne
do	AVD	dô	dô
hetten	VAFIN.*.Past.Pl.3	hetten	haben
sie	PPER.*.Nom.Pl.3	sie	ër
begunnen	VVPP	begunnen	beginnen
irre	DPOSA.Fem.Gen.Sg.st	irere	ire
alden	ADJA.Pos.Fem.Gen.Sg.wk	alten	alt
reite	NA.Fem.Gen.Sg.st	reite	rèite
die	DDART.*.Akk.Pl.*	die	dër
herren	NA.Masc.Akk.Pl.*	hêrren	hêrre
geleitte	VVFIN.*.Past.Sg.3	geleitte	gelèiten
hectoris	NE.Gen.Sg	Hectoris	Hector
bruder	NA.Masc.Nom.Sg.st	bruoder	bruoder
deiphebus	NE.Nom.Sg	Deiphebus	Deiphebus
dem	DDS.Masc.Dat.Sg.*	dem	dër
folgete	VVFIN.*.Past.Sg.3	volgete	volgen
troylus	NE.Nom.Sg	Troilus	Troilus
paris	NE.Nom.Sg	Parîs	Parîs
un	KON	unte	unte
eneas	NE.Nom.Sg	Eneas	Eneas
und	KON	und	unte
ouch	AVD-KO*	ouch	ouch
polidamas	NE.Nom.Sg	Polidamas	Polidamas
daz	DDART.Neut.Akk.Sg.*	daz	dër
folc	NA.Neut.Akk.Sg.st	volc	volk
sich	PRF.Akk.*.*	sich	sich
scharte	VVFIN.*.Past.Sg.3	scharte	scharen
priamus	NE.Nom.Sg	Priamus	Priamus
sie	PPER.*.Akk.Pl.3	sie	ër
bewarte	VVFIN.*.Past.Sg.3	bewarte	bewaren
von	APPR	von	von
ende	NA.Masc,Neut.Dat.Sg.st	ende	ènte
zu	APPR	zuo	ze
ende	NA.Masc,Neut.Dat.Sg.st	ende	ènte
der	DRELS.Masc.Nom.Sg	der	dër
uz	APPR	ûz	ûz
dem	DDART.Neut.Dat.Sg.*	dem	dër
ellende	NA.Neut.Dat.Sg.st	ellende	èllènte
nam	VVFIN.Ind.Past.Sg.3	nam	nëmen
her	NA.Masc.Nom.Sg.*	hêrr	hêrre
palimedes	NE.Nom.Sg	Palimedes	Palimedes
war	NA.Fem.Akk.Sg.st	war	ware
uf	AVD	ûf	ûf
und	KON	und	unte
nider	AVD	nider	nidere
in	APPR	in	in
der	DDART.Fem.Dat.Sg.*	der	dër
schar	NA.Fem.Dat.Sg.st	schar	schare
er	PPER.Masc.Nom.Sg.3	er	ër
nam	VVFIN.Ind.Past.Sg.3	nam	nëmen
siz	PRF.Akk.*.*|PPER.Neut.Akk.Sg.3	sich|ez	sich|ër
harte	AVD	harte	harte
sere	AVD	sêre	sêre
an	PTKVZ	an	ane
wenne	AVW	wenne	wanne
er	PPER.Masc.Nom.Sg.3	er	ër
es	PPER.Neut.Gen.Sg.3	es	ër
von	AVD	von	vone
ersten	ADJA.Sup.Neut.Dat.Sg.wk	êrsten	êrest
began	VVFIN.Ind.Past.Sg.3	began	beginnen
daz	KOUS	daz	dazz
er	PPER.Masc.Nom.Sg.3	er	ër
sie	PPER.*.Akk.Pl.3	sie	ër
wol	AVD	wole	wole
berichte	VVFIN.*.Past.Sg.3	berihte	berihten
si	PPER.*.Nom.Pl.3	si	ër
riten	VVFIN.*.Past.Pl.3	riten	rîten
zusamne	AVD	zuosamene	zesamene
in	APPR	in	in
richte	NA.Fem.Akk.Sg.st	rihte	rihte
beidersit	AVD	beidersît	bèidersît
als	KO*	als	allsô
e	AVD	êr	êr
waz	PW.Neut.Nom.Sg.st	waz	wër
sol	VMFIN.Ind.Pres.Sg.3	sol	solen
umberede	NA.Fem.Akk.Sg.st	umberede	umberède
me	AVD.Comp	mêr	mêre
da	AVD	dâ	dâr
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
lip	NA.Masc.Nom.Sg.st	lîp	lîb
gegen	APPR	gegen	gègen
libe	NA.Masc.Dat.Sg.st	lîbe	lîb
gegeben	VVPP	gegeben	gëben
beide	KON	beide	bèide
tot	NA.Masc.Nom.Sg.st	tôt	tôd
un	KON	unte	unte
leben	NA.Masc,Neut.Nom.Sg.st	leben	lëben
vuren	VVFIN.*.Past.Pl.3	vuoren	varen
an	APPR	an	ane
einer	DIART.Fem.Dat.Sg.st	einer	èin
strazze	NA.Fem.Dat.Sg.st	strâze	strâze
mit	APPR	mit	mit
grozzer	ADJA.Pos.Fem.Dat.Sg.st	grôzer	grôz
ummazze	NA.Fem.Dat.Sg.st	unmâze	unmâze
also	AVD	alsô	allsô
gar	AVD	gar	gare
gliche	AVD	gelîche	gelîche
als	KO*	als	allsô
ir	PPER.*.Gen.Pl.3	ir	ër
iegeliche	DIS.Masc.Nom.Sg.wk	iegelîche	iègelich
dem	DDART.Masc.Dat.Sg.*	dem	dër
andern	DIS.Masc.Dat.Sg.wk	andern	ander
glich	ADJD.Pos	gelîch	gelîch
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
der	DRELS.Masc.Nom.Sg	der	dër
hie	AVD	hier	hièr
des	DDART.Masc.Gen.Sg.*	des	dër
libes	NA.Masc.Gen.Sg.st	lîbes	lîb
hette	VAFIN.*.Past.Sg.3	hette	haben
frist	NA.Fem.Akk.Sg.st	vrist	vrist
der	DDS.Masc.Nom.Sg.*	der	dër
lac	VVFIN.Ind.Past.Sg.3	lac	ligen
andersit	AVD	andersît	andersît
tot	ADJD.Pos	tôt	tôt
der	DRELS.Masc.Nom.Sg	der	dër
hie	AVD	hier	hièr
was	VAFIN.Ind.Past.Sg.3	was	wësen
in	APPR	in	in
sulcher	DDA.Fem.Dat.Sg.st	solicher	solich
not	NA.Fem.Dat.Sg.st	nôt	nôt
daz	KOUS	daz	dazz
er	PPER.Masc.Nom.Sg.3	er	ër
na	AVD	nâh	nâh
tot	ADJD.Pos	tôt	tôt
was	VAFIN.Ind.Past.Sg.3	was	wësen
harte	AVD	harte	harte
kume	AVD	kûme	kûme
er	PPER.Masc.Nom.Sg.3	er	ër
genas	VVFIN.Ind.Past.Sg.3	genas	genësen
susgetan	AVD|ADJA.Pos.Neut.Nom.Sg.st	sus|getân	sus|getân
gewerbe	NA.Neut.Nom.Sg.st	gewerbe	gewërbe
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
aller	DIA.*.Gen.Pl.st	aller	all
der	DDS.*.Gen.Pl.*	der	dër
erbe	NA.Neut.Nom.Sg.st	erbe	èrbe
die	DRELS.*.Nom.Pl	die	dër
gerne	AVD	gerne	gërne
in	APPR	in	in
strite	NA.Masc.Dat.Sg.st	strîte	strît
sint	VAFIN.Ind.Pres.Pl.3	sint	sîn
ir	PPER.*.Nom.Pl.2	ir	ir
sehet	VVFIN.*.Pres.Pl.2	sehet	sëhen
wol	AVD	wole	wole
wi	AVW	wie	wiè
der	DDART.Masc.Nom.Sg.*	der	dër
starke	ADJA.Pos.Masc.Nom.Sg.wk	starke	stark
wint	NA.Masc.Nom.Sg.st	wint	wint
die	DDART.*.Akk.Pl.*	die	dër
federn	NA.Fem.Akk.Pl.st	vedern	vëdere
umbetribet	VVFIN.Ind.Pres.Sg.3	umbetrîbet	umbetrîben
so	KO*	sô	sô
sie	PPER.Fem.Nom.Sg.3	sie	ër
nirgen	AVD	niergen	nièrgen
blibet	VVFIN.Ind.Pres.Sg.3	belîbet	belîben
weder	KO*	weder	wëder
verre	AVD	verre	vërre
noch	KON	noch	noh
na	AVD	nâh	nâh
itzunt	AVD	iezunt	ièzunt
hie	AVD	hier	hièr
unitzunt	AVD	unizunt	unzent
da	AVD	dâ	dâr
in	APPR	in	in
allen	DIA.*.Dat.Pl.st	allen	all
steten	NA.Fem.Dat.Pl.st	steten	stat
meren	ADJN.*.Dat.Pl.*	mæren	mære
also	AVD	alsô	allsô
geschach	VVFIN.Ind.Past.Sg.3	geschach	geschëhen
den	DDART.*.Dat.Pl.*	den	dër
troyren	NA.Masc.Dat.Pl.*	Trôieren	Trôière
do	KOUS	dô	dô
sie	PPER.*.Nom.Pl.3	sie	ër
wonden	VVFIN.*.Past.Pl.3	wunden	winten
tot	ADJD.Pos	tôt	tôt
wesen	VAINF	wesen	wësen
des	DDART.Masc.Gen.Sg.*	des	dër
tages	NA.Masc.Gen.Sg.st	tages	tag
waren	VAFIN.Ind.Past.Pl.3	wâren	wësen
sie	PPER.*.Nom.Pl.3	sie	ër
genesen	VVPP	genesen	genësen
un	KON	unte	unte
begingen	VVFIN.*.Past.Pl.3	begiengen	begân
grozzen	ADJA.Pos.Masc.Akk.Sg.*	grôzen	grôz
pris	NA.Masc.Akk.Sg.st	prîs	prîs
troylus	NE.Nom.Sg	Troilus	Troilus
und	KON	und	unte
paris	NE.Nom.Sg	Parîs	Parîs
und	KON	und	unte
ander	DIA	ander	ander
ir	DPOSA	ire	ire
gesinde	NA.Neut.Nom.Sg.st	gesinde	gesinde
des	DDS.Neut.Gen.Sg.*	des	dër
gliche	AVD	gelîche	gelîche
ich	PPER.*.Nom.Sg.1	ich	ich
sie	PPER.*.Akk.Pl.3	sie	ër
dem	DDART.Masc.Dat.Sg.*	dem	dër
winde	NA.Masc.Dat.Sg.st	winde	wint
zu	APPR	zuo	ze
glucke	NA.Neut.Dat.Sg.st	gelücke	gelücke
und	KON	und	unte
ouch	AVD-KO*	ouch	ouch
zu	APPR	zuo	ze
heile	NA.Neut.Dat.Sg.st	heile	hèil
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
der	DDART.Masc.Nom.Sg.*	der	dër
ritter	NA.Masc.Nom.Sg.st	ritter	rîtære
veile	ADJD.Pos	veile	vèile
zu	APPR	zuo	ze
verlust	NA.Fem.Dat.Sg.st	verlust	verlust
un	KON	unte	unte
zu	APPR	zuo	ze
gwine	NA.Masc.Dat.Sg.st	gewinne	gewinn
iene	DDS.*.Nom.Pl.st	jene	jèner
von	AVD	von	vone
dar	PAVD	dâr	dâr
inne	PAVAP	inne	inne
tatenz	VVFIN.Ind.Past.Pl.3|PPER.Neut.Akk.Sg.3	tâten|ez	tuon|ër
wol	AVD	wole	wole
an	APPR	an	ane
dem	DDART.Masc.Dat.Sg.*	dem	dër
tage	NA.Masc.Dat.Sg.st	tage	tag
beide	KON	beide	bèide
zu	APPR	zuo	ze
stiche	NA.Masc.Dat.Sg.st	stiche	stich
un	KON	unte	unte
zu	APPR	zuo	ze
slage	NA.Masc.Dat.Sg.st	slage	slag
von	APPR	von	von
lizelant	NE.Dat.Sg	Lizelant	Lizeland
quam	VVFIN.Ind.Past.Sg.3	quam	komen
zu	PTKVZ	zuo	zuo
gerant	VVPP	gerant	rènnen
ein	DIART	ein	èin
kunic	NA.Masc.Nom.Sg.st	küninc	küning
sarpedon	NE.Nom.Sg	Sarpedon	Sarpedon
genant	VVPP	genant	nènnen
neptolomus	NE.Nom.Sg	Neptolomus	Neptolomus
quam	VVFIN.Ind.Past.Sg.3	quam	komen
im	PPER.Masc.Dat.Sg.3	im	ër
engein	AVD	engein	engègene
do	AVD	dô	dô
hup	VVFIN.Ind.Past.Sg.3	huop	hèben
sich	PRF.Akk.*.*	sich	sich
von	APPR	von	von
in	PPER.*.Dat.Pl.3	in	ër
zwein	CARDD.*.Dat.Pl.st	zwein	zwêne
groz	ADJA.Pos	grôz	grôz
ungeverte	NA.Neut.Nom.Sg.st	ungeverte	ungevèrte
sie	PPER.*.Nom.Pl.3	sie	ër
slugen	VVFIN.*.Past.Pl.3	sluogen	slahen
slege	NA.Masc.Akk.Pl.st	slege	slag
herte	ADJN.*.Akk.Pl.st	herte	hèrte
swaz	PG.Neut.Akk.Sg.st	swaz	swër
ir	DPOSA	ire	ire
swert	NA.Neut.Nom.Sg.st	swert	swërt
ie	AVD	ie	iè
fant	VVFIN.Ind.Past.Sg.3	vant	vinden
bukeln	NA.Fem.Akk.Pl.st	buckeln	buggele
oder	KON	oder	oder
schildes	NA.Masc.Gen.Sg.st	schildes	schilt
rant	NA.Masc.Akk.Sg.st	rant	rant
daz	DDS.Neut.Nom.Sg.*	daz	dër
lac	VVFIN.Ind.Past.Sg.3	lac	ligen
da	AVD	dâ	dâr
zuschroten	VVPP	zuoschrôten	zerschrôten
sarpedon	NE.Nom.Sg	Sarpedon	Sarpedon
was	VAFIN.Ind.Past.Sg.3	was	wësen
in	APPR	in	in
noten	NA.Fem,Masc.Dat.Pl.st	noeten	nôt
sin	DPOSA	sîn	sîn
gedinge	NA.Neut.Nom.Sg.st	gedinge	gedinge
were	VAFIN.Subj.Past.Sg.3	wære	wësen
kranc	ADJD.Pos	kranc	krank
da	AVD	dâ	dâr
wen	KOKOM	wen	wan
der	DDS.Masc.Nom.Sg.*	der	dër
von	APPR	von	von
persia	NE.Dat.Sg	Persia	Persia
der	DDS.Masc.Nom.Sg.*	der	dër
quam	VVFIN.Ind.Past.Sg.3	quam	komen
under	APPR	under	unter
sie	PPER.*.Akk.Pl.3	sie	ër
geflogen	VVPP	gevlogen	vliègen
mit	APPR	mit	mit
philen	NA.Masc.Dat.Pl.st	pfîlen	pfîl
un	KON	unte	unte
mit	APPR	mit	mit
bogen	NA.Masc.Dat.Sg.wk	bogen	boge
treip	VVFIN.Ind.Past.Sg.3	treip	trîben
er	PPER.Masc.Nom.Sg.3	er	ër
die	DDART.*.Akk.Pl.*	die	dër
crichen	NA.Masc.Akk.Pl.*	Kriechen	Krièche
hinderwert	AVD	hinderwert	hinterwërt
menelaus	NE.Nom.Sg	Menelaus	Menelaus
ructe	VVFIN.*.Past.Sg.3	rukte	rücken
sin	DPOSA	sîn	sîn
swert	NA.Neut.Nom.Sg.st	swert	swërt
und	KON	und	unte
ayax	NE.Nom.Sg	Ajax	Ajax
thelamonis	NE.Gen.Sg	Thelamonis	Thelamon
son	NA.Masc.Nom.Sg.st	sun	sun
und	KON	und	unte
sin	DPOSA	sîn	sîn
vater	NA.Masc.Nom.Sg.st	vater	vater
thelamon	NE.Nom.Sg	Thelamon	Thelamon
und	KON	und	unte
manic	DIA	manic	manig
fursten	NA.Masc.Nom.Pl.wk	vürsten	vürste
von	APPR	von	von
ubermer	NA.Neut.Dat.Sg.st	übermer	übermère
unberincten	VVFIN.*.Past.Pl.3	umberingeten	umberingen
mit	APPR	mit	mit
irme	DPOSA.Neut.Dat.Sg.st	ireme	ire
her	NA.Neut.Dat.Sg.st	her	hère
den	DDART.Masc.Akk.Sg.*	den	dër
kunic	NA.Masc.Akk.Sg.st	küninc	küning
da	AVD	dâ	dâr
von	APPR	von	von
persia	NE.Dat.Sg	Persia	Persia
lande	NE.Dat.Sg	Lande	Lande
und	KON	und	unte
als	KO*	als	allsô
der	DDART.Masc.Nom.Sg.*	der	dër
herre	NA.Masc.Nom.Sg.*	hêrre	hêrre
wande	VVFIN.*.Past.Sg.3	wânte	wænen
daz	KOUS	daz	dazz
er	PPER.Masc.Nom.Sg.3	er	ër
helfe	NA.Fem.Akk.Sg.st	helfe	hëlfe
hete	VAFIN.*.Past.Sg.3	hæte	haben
do	AVD	dô	dô
geschach	VVFIN.Ind.Past.Sg.3	geschach	geschëhen
im	PPER.Masc.Dat.Sg.3	im	ër
ungerete	NA.Neut.Nom.Sg.st	ungeræte	ungeræte
daz	KOUS	daz	dazz
er	PPER.Masc.Nom.Sg.3	er	ër
dar	PAVD	dâr	dâr
nider	PAVAP	nider	nidere
wat	VAFIN.Ind.Past.Sg.3	wart	wërden
getrat	VVPP	getrat	trèten
der	DDS.*.Gen.Pl.*	der	dër
bleip	VVFIN.Ind.Past.Sg.3	beleip	belîben
er	PPER.Masc.Nom.Sg.3	er	ër
uf	APPR	ûf	ûf
der	DDART.Fem.Dat.Sg.*	der	dër
walstat	NA.Fem.Dat.Sg.st	walstat	walestat
tot	ADJD.Pos	tôt	tôt
wol	AVD	wole	wole
von	APPR	von	von
tusent	ADJA.Pos	tûsent	tûsent
wunden	NA.Fem.Dat.Pl.*	wunden	wunte
do	AVD	dô	dô
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
ouch	AVD-KO*	ouch	ouch
siner	DPOSS.*.Gen.Pl.st	sîner	sîn
funden	VVPP	vunden	vinden
uzer	APPR	ûzer	ûzer
mazzen	NA.Fem.Dat.Pl.*	mâzen	mâze
file	NA.Neut.Nom.Sg.st	vile	vile
erslagen	VVPP	erslagen	erslahen
die	DRELS.*.Akk.Pl	die	dër
man	PI.*.Nom.Sg.st	man	man
sere	AVD	sêre	sêre
mocht	VMFIN.*.Past.Sg.3	mohte	mügen
clagen	VVINF	klagen	klagen
do	AVD	dô	dô
hup	VVFIN.Ind.Past.Sg.3	huop	hèben
sich	PRF.Akk.*.*	sich	sich
daz	DDART.Neut.Nom.Sg.*	daz	dër
alde	ADJA.Pos.Neut.Nom.Sg.wk	alte	alt
leit	NA.Neut.Nom.Sg.st	leit	lèid
priamus	NE.Nom.Sg	Priamus	Priamus
da	AVD	dâ	dâr
reit	VVFIN.Ind.Past.Sg.3	reit	rîten
eime	DIART.Masc.Dat.Sg.st	eineme	èin
helde	NA.Masc.Dat.Sg.st	helde	hèled
gliche	AVD	gelîche	gelîche
er	PPER.Masc.Nom.Sg.3	er	ër
hette	VAFIN.*.Past.Sg.3	hette	haben
ouch	AVD-KO*	ouch	ouch
sin	DPOSA	sîn	sîn
riche	NA.Neut.Akk.Sg.st	rîche	rîche
verlorn	VVPP	verloren	verlièsen
an	APPR	an	ane
dem	DDART.Masc.Dat.Sg.*	dem	dër
tage	NA.Masc.Dat.Sg.st	tage	tag
wendaz	KOUS	wen_daz	wan_dazz
er	PPER.Masc.Nom.Sg.3	er	ër
mit	APPR	mit	mit
stiche	NA.Masc.Dat.Sg.st	stiche	stich
un	KON	unte	unte
mit	APPR	mit	mit
slage	NA.Masc.Dat.Sg.st	slage	slag
daz	DDS.Neut.Akk.Sg.*	daz	dër
menlichen	AVD	manlîchen	mannlîche
werte	VVFIN.*.Past.Sg.3	werte	wèren
und	KON	und	unte
vil	AVD	vile	vile
wol	AVD	wole	wole
beherte	VVFIN.*.Past.Sg.3	beherte	behèrten
als	KO*	als	allsô
ez	PPER.Neut.Nom.Sg.3	ez	ër
quam	VVFIN.Ind.Past.Sg.3	quam	komen
zu	APPR	zuo	ze
der	DDART.Fem.Dat.Sg.*	der	dër
wesperzit	NA.Fem.Dat.Sg.st	wesperzît	vësperzît
sstarker	ADJA.Pos.*.Gen.Pl.st	starker	<unknown>
helde	NA.Masc.Gen.Pl.st	helde	hèled
beidersit	AVD	beidersît	bèidersît
lac	VVFIN.Ind.Past.Sg.3	lac	ligen
da	AVD	dâ	dâr
also	AVD	alsô	allsô
vil	NA.Neut.Nom.Sg.st	vile	vile
tot	ADJD.Pos	tôt	tôt
daz	KOUS	daz	dazz
in	PPER.*.Dat.Pl.3	in	ër
friedes	NA.Masc.Gen.Sg.*	vrides	vride
was	VAFIN.Ind.Past.Sg.3	was	wësen
not	NA.Fem.Nom.Sg.st	nôt	nôt
biz	KOUS	biz	biz
man	PI.*.Nom.Sg.st	man	man
sie	PPER.*.Akk.Pl.3	sie	ër
begrube	VVFIN.Subj.Past.Sg.3	begrüebe	begraben
e	KOUS	êr	êr
sie	PPER.*.Nom.Pl.3	sie	ër
ez	PPER.Neut.Akk.Sg.3	ez	ër
aber	AVD-KO*	aber	aber
erhuben	VVFIN.*.Past.Pl.3	erhuoben	erhèben
daz	KOUS	daz	dazz
sie	PPER.*.Nom.Pl.3	sie	ër
an	APPR	an	ane
dem	DDART.Masc.Dat.Sg.*	dem	dër
andern	DIA.Masc.Dat.Sg.wk	andern	ander
tage	NA.Masc.Dat.Sg.st	tage	tag
fruwe	AVD	vruo	vruo
aber	AVD	aber	aber
solden	VMFIN.*.Past.Pl.3	solten	solen
dar	AVD	dar	dâr
zage	AVD	zage	zage
do	AVD	dô	dô
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
geworben	VVPP	geworben	wërben
um	APPR	umbe	umbe
den	DDART.Masc.Akk.Sg.*	den	dër
fride	NA.Masc.Akk.Sg.*	vride	vride
zu	APPR	zuo	ze
begrabene	NA.Neut.Dat.Sg.st	begrabene	begraben
ir	DPOSA	ire	ire
toten	ADJA.Pos.*.Akk.Pl.wk	tôten	tôt
unir	DPOSA	unser	unser
lide	NA.Neut.Akk.Pl.st	lide	lid
zu	APPR	zuo	ze
heilende	NA.Neut.Dat.Sg.wk	heilene	hèilen
ir	DPOSA	ire	ire
wunden	NA.Fem.Akk.Pl.st	wunden	wunte
die	DRELS.*.Nom.Pl	die	dër
ez	PPER.Neut.Akk.Sg.3	ez	ër
gewerben	VVINF	gewerben	gewërben
kunden	VMFIN.*.Past.Pl.3	kunden	kunnen
die	DDS.*.Nom.Pl.*	die	dër
wurden	VAFIN.*.Past.Pl.3	wurden	wërden
um	APPR	umbe	umbe
den	DDART.Masc.Akk.Sg.*	den	dër
friden	NA.Masc.Akk.Sg.*	vriden	vride
gesant	VVPP	gesant	sènten
den	DDS.*.Dat.Pl.*	den	dër
gaben	VVFIN.Ind.Past.Pl.3	gâben	gëben
die	DDS.*.Nom.Pl.*	die	dër
von	APPR	von	von
crichenlant	NE.Dat.Sg	Kriechenlant	Krièchenlant
als	KO*	als	allsô
sie	PPER.*.Nom.Pl.3	sie	ër
gebeten	VVPP	gebeten	biten
waren	VAFIN.Ind.Past.Pl.3	wâren	wësen
ich	PPER.*.Nom.Sg.1	ich	ich
enweiz	PTKNEG|VVFIN.Ind.Pres.Sg.1	en|weiz	ne|wizzen
zu	APPR	zuo	ze
wie	AVW	wie	wiè
manigen	DIA.*.Dat.Pl.st	manigen	manig
iaren	NA.Neut.Dat.Pl.st	jâren	jâr
oder	KON	oder	oder
manen	NA.Fem,Masc.Dat.Pl.*	mânen	mâne
oder	KON	oder	oder
tage	NA.Masc.Dat.Sg.st	tage	tag
verwar	APPR|NA.Neut.Akk.Sg.st	vüre|wâr	vüre|wâr
ich	PPER.*.Nom.Sg.1	ich	ich
uch	PPER.*.Dat.Pl.2	iuch	ir
des	DDS.Neut.Gen.Sg.*	des	dër
niet	NA.Neut.Akk.Sg.st	niet	niht
ensage	PTKNEG|VVFIN.*.Pres.Sg.1	en|sage	ne|sagen
wen	KO*	wente	wante
ich	PPER.*.Nom.Sg.1	ich	ich
vant	VVFIN.Ind.Past.Sg.1	vant	vinden
es	PPER.Neut.Gen.Sg.3	es	ër
