o	ITJ	ô	ô
ob	KOUS	ob	obe
ir	PPER.*.Nom.Pl.2	ir	ir
zürnet	VVFIN.*.Pres.Pl.2	zürnet	zürnen
all	DIA	al	all
vasste.>	NA.Fem.Akk.Sg.st	vaste	vaste
sunder	APPR	sunder	sunter
wappen	NA.Neut.Akk.Sg.st	wâpen	wâpen
,	$_	,	,
nur	AVD	niur	niur
schilt	NA.Masc.Akk.Sg.st	schilt	schilt
und	KON	und	unte
sper	NA.Neut.Akk.Sg.st	sper	spër
wolt	VMFIN.Subj.Past.Sg.3	wolte	wèllen
er	PPER.Masc.Nom.Sg.3	er	ër
mit	APPR	mit	mit
streyt	NA.Masc.Dat.Sg.st	strîte	strît
kumen	VVINF	kumen	komen
gen	APPR	gein	gègen
disem	DDA.Masc.Dat.Sg.*	disem	dise
gasste	NA.Masc.Dat.Sg.st	gaste	gast
.	$_	.	.
	
sein	DPOSA	sîn	sîn
sper	NA.Neut.Akk.Sg.st	sper	spër
der	DDART.Masc.Nom.Sg.*	der	dër
ritter	NA.Masc.Gen.Pl.st	ritter	rîtære
seygen	VVINF	seigen	sîgen
liess	NA.Neut.Gen.Sg.st	lieses	liès
gen	APPR	gein	gègen
dem	DDART.Masc.Dat.Sg.*	dem	dër
stollzen	ADJA.Pos.Masc.Dat.Sg.wk	stolzen	stolz
jungen	ADJA.Pos.Masc.Dat.Sg.wk	jungen	jung
,	$_	,	,
der	DRELS.Masc.Nom.Sg	der	dër
seins	PPER.Neut.Gen.Sg.3	sînes	ër
auch	AVD	ouch	ouch
dar	AVD	dar	dâr
tet	VVFIN.*.Past.Sg.3	tet	tuon
neigen	VVINF	neigen	nèigen
.	$_	.	.
	
von	APPR	von	von
rabine	NA.Masc.Dat.Sg.st	rabene	raben
ir	DPOSA	ire	ire
ors	NA.Neut.Nom.Pl.st	ors	ors
mit	APPR	mit	mit
hurte	NA.Fem,Masc.Dat.Sg.*	hurte	hurte
sprungen	VVFIN.*.Past.Pl.3	sprungen	springen
.	$_	.	.
	
do	AVD	dô	dô
wurden	VAFIN.*.Past.Pl.3	wurden	wërden
sper	NA.Neut.Nom.Pl.st	sper	spër
in	APPR	in	in
drunzun	NA.Fem.Dat.Sg.st	trunzen	trunze
klain	ADJD.Pos	kleine	klèine
verswendet	VVPP	verswendet	verswènten
,	$_	,	,
mit	APPR	mit	mit
den	DRELS.*.Dat.Pl	den	dër
der	DDART.*.Gen.Pl.*	der	dër
ritter	NA.Masc.Gen.Pl.st	ritter	rîtære
flügelinng	NE.Nom.Sg	Vlügelinc	<unknown>
zer	APPR|DDART.Fem.Dat.Sg.*	ze|der	ze|dër
erden	NA.Fem.Dat.Sg.st	erden	ërde
mit	APPR	mit	mit
der	DDART.Fem.Dat.Sg.*	der	dër
thiost	NA.Fem.Dat.Sg.*	<unknown>	tjoste
wardt	VAFIN.Ind.Past.Sg.3	wart	wërden
gesenndet	VVPP	gesendet	sènten
.	$_	.	.
	
gar	AVD	gar	gare
sunder	APPR	sunder	sunter
witz	NA.Fem.Akk.Sg.st	witz	witze
gestrecket	VVPP	gestrecket	strècken
lag	VVFIN.Ind.Past.Sg.3	lac	ligen
er	PPER.Masc.Nom.Sg.3	er	ër
auf	APPR	ûf	ûf
disem	DDA.Masc.Dat.Sg.*	disem	dise
plan	NA.Masc.Dat.Sg.st	plâne	plân
.	$_	.	.
	
durch	APPR	durch	durh
sein	DPOSA	sîn	sîn
achsel	NA.Fem.Akk.Sg.st	ahsel	ahsele
im	PPER.Masc.Dat.Sg.3	im	ër
recket	VVFIN.Ind.Pres.Sg.3	recket	rècken
ain	DIART	ein	èin
drunzun	NA.Masc.Nom.Sg.st	trunzûn	trunzûn
lank	ADJN	lanc	lang
.	$_	.	.
	
do	AVD	dô	dô
erpaist	VVFIN.*.Past.Sg.3	erbeizte	erbèizen
der	DDART.Masc.Nom.Sg.*	der	dër
junge	ADJA.Pos.Masc.Nom.Sg.wk	junge	jung
man	NA.Masc.Nom.Sg.st	man	mann
und	KON	und	unte
zwang	VVFIN.Ind.Past.Sg.3	zwanc	zwingen
den	DDART.Masc.Akk.Sg.*	den	dër
held	NA.Masc.Akk.Sg.st	helt	hèled
alls,	$_	als	allsich
des	DRELS.Neut.Gen.Sg	des	dër
er	PPER.Masc.Nom.Sg.3	er	ër
selber	DDS.Masc.Nom.Sg.st	selber	sëlb
wollte	VMFIN.*.Past.Sg.3	wolte	wèllen
.	$_	.	.
	
sunst	NA.Masc.Akk.Sg.st	sunst	sunst
gieng	VVFIN.Ind.Past.Sg.3	gienc	gân
er	PPER.Masc.Nom.Sg.3	er	ër
zu	APPR	zuo	ze
der	DDART.Fem.Dat.Sg.*	der	dër
maget	NA.Fem.Dat.Sg.st	maget	maged
clar	ADJN	klâr	klâr
.	$_	.	.
	
der	DDART.Masc.Nom.Sg.*	der	dër
wat	VAFIN.Ind.Past.Sg.3	wart	wërden
erglenzt	VVPP	erglanzt	erglènzen
von	APPR	von	von
stain	NA.Masc.Dat.Sg.st	steine	stèin
und	KON	und	unte
liechtem	ADJA.Pos.Neut.Dat.Sg.st	liehtem	lièht
gollde	NA.Neut.Dat.Sg.st	golde	gold
.	$_	.	.
	
er	PPER.Masc.Nom.Sg.3	er	ër
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
zu	APPR	zuo	ze
seimgeferten	NA.Neut.Dat.Sg.st	seimgeverten	sèimgevèrten
:	$_	:	:
<herr,	$_	<unknown>	<unknown>
welt	VMFIN.*.Pres.Pl.2	wellt	wèllen
ir	PPER.*.Nom.Pl.2	ir	ir
ewren	DPOSA.Masc.Akk.Sg.st	iuweren	iuwer
preys	NA.Masc.Akk.Sg.st	prîs	prîs
an	APPR	an	ane
euch	PPER.*.Akk.Pl.2	iuch	ir
und	KON	und	unte
mir	PPER.*.Dat.Sg.1	mir	ich
volherten	VVINF	volherten	vollhèrten
,	$_	,	,
so	AVD	sô	sô
nembt	VVIMP.Pl.2	nemet	nëmen
die	DDART.Fem.Akk.Sg.*	die	dër
keuschen	ADJA.Pos.Fem.Akk.Sg.wk	kiuschen	kiusche
maget	NA.Fem.Akk.Sg.st	maget	maged
vil	AVD	vile	vile
kurteys	ADJA.Pos.Neut.Akk.Sg.st	kurzez	kurtois
,	$_	,	,
und	KON	und	unte
füert	VVFIN.Ind.Pres.Sg.3	vüert	vüèren
sy	PPER.Fem.Akk.Sg.3	si	ër
in	APPR	in	in
pritonn	NE.Dat.Sg	Priton	Priton
der	DDART.Fem.Dat.Sg.*	der	dër
küniginne	NA.Fem.Dat.Sg.st	küninginne	küninginne
;	$_	;	;
sagt	VVIMP.Pl.2	saget	sagen
,	$_	,	,
das	KOUS	daz	dazz
ich	PPER.*.Nom.Sg.1	ich	ich
ir	PPER.Fem.Dat.Sg.3	ir	ër
senndt	VVFIN.*.Pres.Pl.2	<unknown>	<unknown>
dise	DDA.Fem.Akk.Sg.*	dise	dise
gab	NA.Fem.Akk.Sg.st	gâbe	gâbe
,	$_	,	,
es	PPER.Neut.Nom.Sg.3	ez	ër
sey	VAFIN.Subj.Pres.Sg.3	sî	sîn
meins	DPOSA.Masc.Gen.Sg.st	mînes	mîn
ersten	ADJA.Sup.Masc.Gen.Sg.wk	êrsten	êrest
ritters	NA.Masc.Gen.Sg.st	ritters	rîtære
streyts	NA.Masc.Gen.Sg.st	strîtes	strît
gewinne	VVFIN.Subj.Pres.Sg.3	gewinne	gewinnen
.	$_	.	.
	
sagt	VVFIN.*.Pres.Pl.2	saget	sagen
ir	PPER.*.Nom.Pl.2	ir	ir
mein	DPOSA	mîn	mîn
dinst	NA.Masc,Neut.Akk.Sg.st	dienest	diènest
mit	APPR	mit	mit
trewen	NA.Fem.Dat.Pl.*	triuwen	triuwe
!	$_	!	!
	
mein	DPOSA	mîn	mîn
herz	NA.Neut.Nom.Sg.wk	herze	hërze
des	DDS.Neut.Gen.Sg.*	des	dër
zu	APPR	zuo	ze
ir	PPER.Fem.Dat.Sg.3	ir	ër
gert	VVFIN.Ind.Pres.Sg.3	gert	gëren
,	$_	,	,
das	KOUS	daz	dazz
sy	PPER.Fem.Nom.Sg.3	si	ër
mir	PPER.*.Dat.Sg.1	mir	ich
frewd	NA.Fem.Akk.Sg.st	vröuwede	vröuwede
well	VMFIN.Subj.Pres.Sg.3	well	wèllen
newen	VVINF	niuwen	niuwen
und	KON	und	unte
mir	PPER.*.Dat.Sg.1	mir	ich
her	AVD	her	hëre
sendt	VVFIN.Ind.Pres.Sg.3	sendet	sènten
zer	APPR|DDART.Fem.Dat.Sg.*	ze|der	ze|dër
ritterschaft	NA.Fem.Dat.Sg.st	ritterschaft	rîtæreschaft
ain	DIART	ein	èin
swert	NA.Neut.Akk.Sg.st	swert	swërt
und	KON	und	unte
mich	PPER.*.Akk.Sg.1	mich	ich
von	APPR	von	von
ir	DPOSA	ire	ire
genaden	NA.Fem.Dat.Pl.*	genâden	genâde
welle	VMFIN.Subj.Pres.Sg.3	welle	wèllen
ritter	NA.Masc.Akk.Pl.st	ritter	rîtære
machen	VVINF	machen	machen
.	$_	.	.
	
ob	KOUS	ob	obe
das	DDART.Neut.Nom.Sg.*	daz	dër
beschicht	NA.Neut.Nom.Sg.st	beschihte	beschiht
,	$_	,	,
so	AVD	sô	sô
mag	VMFIN.Ind.Pres.Sg.3	mac	mügen
mein	DPOSA	mîn	mîn
herz	NA.Neut.Nom.Sg.wk	herze	hërze
gen	VVINF	gên	gân
ir	PPER.Fem.Dat.Sg.3	ir	ër
allzeit	DIA.Fem.Akk.Sg.st|NA.Fem.Akk.Sg.st	al|zît	all|zît
in	APPR	in	in
hochen	ADJA.Pos.*.Dat.Pl.*	hôhen	hôh
eren	NA.Fem.Dat.Pl.*	êren	êre
wachen.>	ADJD.Pos	wachen	wachen
<was	PG.Neut.Akk.Sg.st	swaz	swër
ir	PPER.*.Nom.Pl.2	ir	ir
mir	PPER.*.Dat.Sg.1	mir	ich
,	$_	,	,
herre	NA.Masc.Nom.Sg.*	hêrre	hêrre
,	$_	,	,
saget	VVIMP.Pl.2	saget	sagen
,	$_	,	,
wirb	VVFIN.*.Pres.Sg.1	wirbe	wërben
ich	PPER.*.Nom.Sg.1	ich	ich
zu	APPR	zuo	ze
vleyse	NA.Neut.Dat.Sg.st	vleische	vlèisch
gar.>	AVD	gare	gare
hie	PAVD	hier	hièr
mit	PAVAP	mit	mite
er	PPER.Masc.Nom.Sg.3	er	ër
nam	VVFIN.Ind.Past.Sg.3	nam	nëmen
die	DDART.Fem.Akk.Sg.*	die	dër
maget	NA.Fem.Akk.Sg.st	maget	maged
,	$_	,	,
pracht	VVPP	brâht	bringen
sy	PPER.Fem.Akk.Sg.3	si	ër
mit	APPR	mit	mit
eren	NA.Fem.Dat.Pl.*	êren	êre
der	DDART.Fem.Gen.Sg.*	der	dër
küniginne	NA.Fem.Gen.Sg.st	küninginne	küninginne
clar	ADJN	klâr	klâr
.	$_	.	.
	
die	DDS.Fem.Nom.Sg.*	die	dër
sanndt	VVFIN.*.Past.Sg.3	sande	<unknown>
ain	DIART	ein	èin
swert	NA.Neut.Akk.Sg.st	swert	swërt
im	PPER.Masc.Dat.Sg.3	im	ër
scharf	ADJD.Pos	scharpf	scharpf
,	$_	,	,
stark	ADJN	starc	stark
,	$_	,	,
darzu	PAVD|PAVAP	dâr|zuo	dâr|zuo
vesste	ADJD.Pos	veste	vèste
;	$_	;	;
golld	NA.Neut.Nom.Sg.st	golt	gold
und	KON	und	unte
gestains	NA.Neut.Gen.Sg.st	gesteines	gestèine
vil	NA.Neut.Nom.Sg.st	vile	vile
daran	PAVD|PAVAP	dâr|an	dâr|ane
lag	VVFIN.Ind.Past.Sg.3	lac	ligen
.	$_	.	.
	
was	PW.Neut.Akk.Sg.st	waz	wër
er	PPER.Masc.Nom.Sg.3	er	ër
irsach	VVFIN.Ind.Past.Sg.3	ersach	ersëhen
,	$_	,	,
so	AVD	sô	sô
was	VAFIN.Ind.Past.Sg.3	was	wësen
diss	DDS.Neut.Gen.Sg.*	dises	dise
gar	AVD	gar	gare
das	DDART.Neut.Nom.Sg.*	daz	dër
pesste	NA.Neut.Nom.Sg.st	beste	pfèsse
.	$_	.	.
	
erst	AVD.Sup	êrst	êreste
sich	PRF.Akk.*.*	sich	sich
ain	DIART	ein	èin
ritter	NA.Masc.Nom.Sg.st	ritter	rîtære
nande	VVFIN.*.Past.Sg.3	nante	nènnen
der	DDART.Masc.Nom.Sg.*	der	dër
degen	NA.Masc.Nom.Sg.st	degen	dëgen
unverzagt	ADJN.Masc.Nom.Sg.*	unverzaget	unverzaget
.	$_	.	.
	
zu	APPR	zuo	ze
noaus	NE.Dat.Sg	Nous	<unknown>
in	APPR	in	in
das	DDART.Neut.Akk.Sg.*	daz	dër
lannde	NA.Neut.Akk.Sg.st	lande	lant
rait	VVFIN.Ind.Past.Sg.3	reit	rîten
er	PPER.Masc.Nom.Sg.3	er	ër
.	$_	.	.
	
der	DDART.Fem.Dat.Sg.*	der	dër
künigin	NA.Fem.Dat.Sg.st	küningîn	küninginne
das	DDART.Neut.Akk.Sg.*	daz	dër
mer	NA.Neut.Akk.Sg.st	mer	mère
man	PI.*.Nom.Sg.st	man	man
sagt	VVFIN.Ind.Pres.Sg.3	saget	sagen
,	$_	,	,
der	DDS.Masc.Nom.Sg.*	der	dër
ward	VAFIN.Ind.Past.Sg.3	wart	wërden
von	APPR	von	von
seiner	DPOSA.Fem.Dat.Sg.st	sîner	sîn
kunft	NA.Fem.Dat.Sg.st	kunft	kumft
trawrens	NA.Neut.Gen.Sg.wk	trûrennes	trûren
vil	AVD	vile	vile
zerstöret	VVPP	zerstoeret	zerstoèren
.	$_	.	.
	
wie	AVW	wie	wiè
er	PPER.Masc.Nom.Sg.3	er	ër
die	DDART.Fem.Akk.Sg.*	die	dër
magt	NA.Fem.Akk.Sg.st	maget	maged
mit	APPR	mit	mit
streyt	NA.Masc.Dat.Sg.st	strîte	strît
gewan	VVFIN.Ind.Past.Sg.3	gewan	gewinnen
,	$_	,	,
het	VAFIN.*.Past.Sg.3	hæte	haben
sy	PPER.Fem.Nom.Sg.3	si	ër
zu	APPR	zuo	ze
ende	NA.Masc,Neut.Dat.Sg.st	ende	ènte
alles	DIS.Neut.Akk.Sg.st	allez	all
gar	AVD	gar	gare
gehöret	VVPP	gehoeret	hoèren
.	$_	.	.
	
die	DDART.Fem.Nom.Sg.*	die	dër
künigin	NA.Fem.Nom.Sg.*	küninginne	küninginne
geganngen	VVPP	gegangen	gân
kam	VVFIN.Ind.Past.Sg.3	kam	komen
gen	APPR	gein	gègen
ir	DPOSA.Masc.Akk.Sg.*	ire	ire
lieben	ADJA.Pos.Masc.Dat.Sg.wk	lieben	lièb
gast	NA.Masc.Dat.Sg.st	gaste	gast
.	$_	.	.
	
von	APPR	von	von
ir	PPER.Fem.Dat.Sg.3	ir	ër
er	PPER.Masc.Nom.Sg.3	er	ër
wardt	VAFIN.Ind.Past.Sg.3	wart	wërden
enpfangen	VVPP	entvangen	entvâhen
.	$_	.	.
	
frawen	NA.Fem.Nom.Pl.st	vrouwen	vrouwe
und	KON	und	unte
magt	NA.Fem.Nom.Sg.st	maget	maged
do	AVD	dô	dô
hetten	VAFIN.*.Past.Pl.3	hetten	haben
lützel	AVD	lützel	lützel
rast	NA.Fem.Akk.Sg.st	raste	raste
.	$_	.	.
	
sumlich	DIS.*.Nom.Pl.*	sumelich	sumelich
schillt	NA.Masc.Nom.Sg.st	schilt	schilt
,	$_	,	,
swert	NA.Neut.Nom.Sg.st	swert	swërt
und	KON	und	unte
wappen	NA.Neut.Nom.Sg.st	wâpen	wâpen
von	APPR	von	von
im	PPER.Masc.Dat.Sg.3	im	ër
truegen	VVFIN.*.Past.Pl.3	truogen	tragen
,	$_	,	,
ettlich	DIA	eteslich	ëteslich
im	PPER.Masc.Dat.Sg.3	im	ër
wasser	NA.Neut.Akk.Sg.st	wazzer	wazzer
langten	VVFIN.*.Past.Pl.3	langten	lèngen
her	PPER.Masc.Nom.Sg.3	her	ër
,	$_	,	,
damit	PAVD|PAVAP	dâ|mit	dâr|mite
den	DDART.Masc.Akk.Sg.*	den	dër
eyser	NA.Masc.Akk.Sg.st	eiser	èiser
ram	VVFIN.Ind.Past.Sg.3	ram	rimmen
sy	PPER.*.Nom.Pl.3	si	ër
von	APPR	von	von
im	PPER.Masc.Dat.Sg.3	im	ër
zwuegen	APPR|NA.Masc.Dat.Pl.st	zuo|wegen	ze|wëg
.	$_	.	.
	
allererst	AVD.Sup	allerêrste	allerêreste
die	DDART.*.Nom.Pl.*	die	dër
frawen	NA.Fem.Nom.Pl.st	vrouwen	vrouwe
wunder	NA.Neut.Akk.Pl.st	wunder	wunter
von	APPR	von	von
seiner	DPOSA.Fem.Dat.Sg.st	sîner	sîn
schöne	NA.Fem.Dat.Sg.st	schoene	schoène
sahen	VVFIN.Ind.Past.Pl.3	sâhen	sëhen
;	$_	;	;
ettlich	DIS.*.Nom.Pl.*	eteslich	ëteslich
von	APPR	von	von
mynne	NA.Fem.Dat.Sg.st	minne	minne
zunder	APPR|DDART.Fem.Dat.Sg.*	zuo|der	ze|dër
ain	DIART	ein	èin
flamme	NA.Fem,Masc.Nom.Sg.*	vlamme	vlamme
irem	DPOSA.Neut.Dat.Sg.st	irem	ire
herzen	NA.Neut.Dat.Sg.wk	herzen	hërze
trueg	VVFIN.Ind.Past.Sg.3	truoc	tragen
vil	AVD	vile	vile
nahen	AVD	nâhen	nâhene
.	$_	.	.
	
er	PPER.Masc.Nom.Sg.3	er	ër
sprach:<	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
fraw	NA.Fem.Nom.Sg.*	vrouwe	vrouwe
küniginne	NA.Fem.Nom.Sg.*	küninginne	küninginne
,	$_	,	,
was	PW.Neut.Nom.Sg.st	waz	wër
euch	PPER.*.Dat.Pl.2	iuch	ir
wirret	VVFIN.Ind.Pres.Sg.3	wirret	wërren
,	$_	,	,
das	DDS.Neut.Nom.Sg.*	daz	dër
lasset	VVFIN.*.Pres.Pl.2	lâzet	lâzen
ennden	VVINF	enden	ènten
mich	PPER.*.Akk.Sg.1	mich	ich
mit	APPR	mit	mit
streit	NA.Masc.Dat.Sg.st	strîte	strît
,	$_	,	,
wann	KO*	wanne	wante
ir	PPER.*.Nom.Pl.2	ir	ir
seydt	VVFIN.*.Pres.Pl.2	siet	<unknown>
helf	NA.Fem.Akk.Sg.st	helfe	hëlfe
von	APPR	von	von
mir	PPER.*.Dat.Sg.1	mir	ich
die	DDART.*.Akk.Pl.*	die	dër
unverirret.>	ADJD.Pos	<unknown>	unverirret
sy	PPER.Fem.Nom.Sg.3	si	ër
sprach:<	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
zu	APPR	zuo	ze
annderen	DIA.*.Dat.Pl.st	anderen	ander
stunden	NA.Fem.Dat.Pl.*	stunden	stunte
so	AVD	sô	sô
clag	VVFIN.*.Pres.Sg.1	klage	klagen
ich	PPER.*.Nom.Sg.1	ich	ich
euch	PPER.*.Dat.Pl.2	iuch	ir
mein	DPOSA	mîn	mîn
not	NA.Fem.Akk.Sg.st	nôt	nôt
.	$_	.	.
	
ir	PPER.*.Nom.Pl.2	ir	ir
tragt	VVFIN.*.Pres.Pl.2	traget	tragen
von	APPR	von	von
streyt	NA.Masc.Dat.Sg.st	strîte	strît
noch	KON	noch	noh
wunden	NA.Fem.Akk.Pl.st	wunden	wunte
,	$_	,	,
die	DRELS.*.Akk.Pl	die	dër
ich	PPER.*.Nom.Sg.1	ich	ich
noch	AVD	noch	noh
spür	VVFIN.*.Pres.Sg.1	spüre	spüren
von	APPR	von	von
frischem	ADJA.Pos.Neut.Dat.Sg.st	vrischem	vrisch
bluet	NA.Neut.Dat.Sg.st	bluote	bluot
all	AVD	al	al
rot	ADJD.Pos	rôt	rôt
.	$_	.	.
	
so	KO*	sô	sô
die	DDS.*.Nom.Pl.*	die	dër
sind	VAFIN.Ind.Pres.Pl.3	sint	sîn
hail	ADJD.Pos	heil	hèil
,	$_	,	,
dann	AVD	danne	danne
brinng	VVFIN.*.Pres.Sg.1	bringe	<unknown>
ichs	PPER.*.Nom.Sg.1|PPER.Neut.Gen.Sg.3	ich|es	ich|ër
euch	PPER.*.Akk.Pl.2	iuch	ir
wol	AVD	wole	wole
innen	AVD	innen	innen
.	$_	.	.
	
bis	KOUS	biz	biz
dar	AVD	dar	dâr
der	DDART.Masc.Nom.Sg.*	der	dër
kampf	NA.Masc.Nom.Sg.st	kampf	kampf
verporen	VVPP	verboren	verbëren
wirt	VAFIN.Ind.Pres.Sg.3	wirdet	wërden
;	$_	;	;
got	NA.Masc.Nom.Sg.st	got	got
well	VMFIN.Subj.Pres.Sg.3	well	wèllen
,	$_	,	,
das	KOUS	daz	dazz
ir	PPER.*.Nom.Pl.2	ir	ir
sig	NA.Masc.Akk.Sg.*	sige	sige
unnd	KON	und	unte
preys	NA.Masc.Akk.Sg.st	prîs	prîs
füeret	VVFIN.*.Pres.Pl.2	vüeret	vüèren
hinnen	AVD	hinnen	hinnen
!	$_	!	!
	
>	ITJ	âmen	âmen
awentewr,	$_	<unknown>	<unknown>
wie	AVW	wie	wiè
her	NA.Masc.Nom.Sg.*	hêrr	hêrre
lannzilet	NE.Nom.Sg	<unknown>	<unknown>
unnd	KON	und	unte
kay	NE.Nom.Sg	Kay	Kai
den	DDART.Masc.Akk.Sg.*	den	dër
sig	NA.Masc.Akk.Sg.*	sige	sige
zu	APPR	zuo	ze
noaus	NE.Dat.Sg	Nous	<unknown>
erstriten	VVFIN.*.Past.Pl.3	erstriten	erstrîten
und	KON	und	unte
künigin	NA.Masc.Dat.Pl.st	küningen	küning
ritterlich	AVD	ritterlîche	rîtærelîche
erledigten	VVFIN.*.Past.Pl.3	erledigeten	erlèdigen
.	$_	.	.
	
sunst	NA.Masc.Nom.Sg.st	sunst	sunst
ward	VAFIN.Ind.Past.Sg.3	wart	wërden
zu	APPR	zuo	ze
vierzehen	CARDA.*.Dat.Pl.*	vierzehen	vièrzëhen
tagen	NA.Masc.Dat.Pl.st	tagen	tag
der	DDART.Masc.Nom.Sg.*	der	dër
kampf	NA.Masc.Nom.Sg.st	kampf	kampf
alldo	AVD	aldâ	alldâr
vermiten	VVPP	vermiten	vermîden
.	$_	.	.
	
vor	APPR	vore	vore
artus	NE.Dat.Sg	Artûs	Artûs
tet	VVFIN.*.Past.Sg.3	tet	tuon
mans	PI.*.Nom.Sg.st|PPER.*.Akk.Pl.3	man|si	man|ër
sagen	VVINF	sagen	sagen
,	$_	,	,
es	PPER.Neut.Nom.Sg.3	ez	ër
wär	VAFIN.Subj.Past.Sg.3	wær	wësen
zu	APPR	zuo	ze
noaus	NE.Dat.Sg	Nous	<unknown>
et	AVD	et	ëht
noch	AVD	noch	noh
gar	AVD	gar	gare
ungestriten	ADJD.Pos	ungestriten	ungestriten
.	$_	.	.
	
kay	ITJ	kei	kèi
jach:<	NE.Nom.Sg	Jacham	Jakam
wellt	VMFIN.*.Pres.Pl.2	wellt	wèllen
der	DDART.Fem.Gen.Sg.*	der	dër
frawen	NA.Fem.Gen.Sg.st	vrouwen	vrouwe
not	NA.Fem.Akk.Sg.st	nôt	nôt
ir	PPER.*.Nom.Pl.2	ir	ir
wennden	VVINF	wenden	wènten
,	$_	,	,
so	AVD	sô	sô
secht	VVIMP.Pl.2	sehet	sëhen
,	$_	,	,
das	KOUS	daz	dazz
ir	PPER.*.Nom.Pl.2	ir	ir
mich	PPER.*.Akk.Sg.1	mich	ich
in	APPR	in	in
das	DDART.Neut.Akk.Sg.*	daz	dër
lanndt	NA.Neut.Akk.Sg.st	<unknown>	<unknown>
zu	APPR	zuo	ze
trost	NA.Masc.Dat.Sg.st	trôste	trôst
der	DDART.Fem.Dat.Sg.*	der	dër
küniginn	NA.Fem.Dat.Sg.st	küninginne	küninginne
zu	APPR	zuo	ze
hellf	NA.Fem.Dat.Sg.st	<unknown>	hëlfe
wellt	VMFIN.*.Pres.Pl.2	wellt	wèllen
sennden.>	PAVD|PAVAP	<unknown>	<unknown>
der	DDART.Masc.Nom.Sg.*	der	dër
künig	NA.Masc.Nom.Sg.st	küninc	küning
do	AVD	dô	dô
wol	AVD	wole	wole
gunde	VVFIN.*.Past.Sg.3	gunde	gunnen
her	NA.Masc.Nom.Sg.*	hêrr	hêrre
kayen	NE.Akk.Sg	Kaien	Kaie
diser	DDA.Fem.Gen.Sg.*	diser	dise
vart	NA.Fem.Gen.Sg.st	vart	vart
.	$_	.	.
	
verwappent	VVPP	verwâpenet	verwâpenen
an	APPR	an	ane
der	DDART.Fem.Dat.Sg.*	der	dër
stunde	NA.Fem.Dat.Sg.st	stunde	stunte
vil	AVD	vile	vile
ritterleich	ADJD.Pos	ritterlich	rîtærelich
zu	APPR	zuo	ze
seiner	DPOSA.Fem.Dat.Sg.st	sîner	sîn
vert	NA.Fem.Dat.Sg.st	vert	vart
er	PPER.Masc.Nom.Sg.3	er	ër
ward	VAFIN.Ind.Past.Sg.3	wart	wërden
.	$_	.	.
	
zu	APPR	zuo	ze
noaus	NE.Dat.Sg	Nous	<unknown>
ward	VAFIN.Ind.Past.Sg.3	wart	wërden
das	DDART.Neut.Nom.Sg.*	daz	dër
mär	NA.Neut.Nom.Sg.st	marc	mère
auch	AVD	ouch	ouch
schnel	ADJD.Pos	schel	schuol
vernumen	VVPP	vernomen	vernëmen
,	$_	,	,
wie	AVW	wie	wiè
das	KOUS	daz	dazz
der	DDART.Fem.Dat.Sg.*	der	dër
frawen	NA.Fem.Dat.Sg.st	vrouwen	vrouwe
durch	APPR	durch	durh
ir	DPOSA.Fem.Akk.Sg.*	ire	ire
not	NA.Fem.Akk.Sg.st	nôt	nôt
ain	DIART	ein	èin
kempf	NA.Masc.Nom.Sg.st	kempf	kèmpf
ab	APPR	ab	abe
artus	NE.Gen.Sg	Artûs	Artûs
hof	NA.Masc.Nom.Sg.st	hof	hov
dar	AVD	dar	dâr
wäre	VAFIN.Subj.Past.Sg.3	wære	wësen
kumen	VVPP	kumen	komen
.	$_	.	.
	
lannzjlet	NE.Nom.Sg	<unknown>	<unknown>
sich	PRF.Akk.*.*	sich	sich
schambte	VVFIN.*.Past.Sg.3	schamete	schamen
vil	AVD	vile	vile
sere	AVD	sêre	sêre
,	$_	,	,
das	KOUS	daz	dazz
er	PPER.Masc.Nom.Sg.3	er	ër
sunst	NA.Masc.Akk.Sg.st	sunst	sunst
lanng	AVD	<unknown>	<unknown>
het	VAFIN.*.Past.Sg.3	hæte	haben
piten	VVPP	biten	biten
.	$_	.	.
	
es	PPER.Neut.Nom.Sg.3	ez	ër
daucht	VVFIN.*.Past.Sg.3	dûhte	dunken
in	PPER.Masc.Akk.Sg.3	in	ër
ain	DIART	ein	èin
unere	NA.Fem.Nom.Sg.*	unêre	unêre
,	$_	,	,
das	KOUS	daz	dazz
er	PPER.Masc.Nom.Sg.3	er	ër
den	DDART.Masc.Akk.Sg.*	den	dër
kampf	NA.Masc.Akk.Sg.st	kampf	kampf
vor	APPR	vore	vore
lanng	AVD	<unknown>	<unknown>
nicht	PTKNEG	niht	niht
het	VAFIN.*.Past.Sg.3	hæte	haben
gestriten	VVPP	gestriten	strîten
.	$_	.	.
	
er	PPER.Masc.Nom.Sg.3	er	ër
kam	VVFIN.Ind.Past.Sg.3	kam	komen
zu	APPR	zuo	ze
kayen	NE.Dat.Sg	Kaien	Kaien
,	$_	,	,
sagt	VVFIN.*.Past.Sg.3	sagete	sagen
im	PPER.Masc.Dat.Sg.3	im	ër
dise	DDA.Fem.Akk.Sg.*	dise	dise
märe	NA.Fem.Akk.Sg.st	mære	mære
,	$_	,	,
das	KOUS	daz	dazz
